Gender ,Agegrp,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,People with at least One Booster Doses,,,,,
Female,2022-05-11 00:00:00,Asian,57705,30776,25739,1181,,,,,
Female,2022-05-11 00:00:00,Black,45381,25279,19620,483,,,,,
Female,2022-05-11 00:00:00,Hispanic,489727,301660,184200,3831,,,,,
Female,2022-05-11 00:00:00,Other,170350,92912,73808,3603,,,,,
Female,2022-05-11 00:00:00,Unknown,32513,20446,11903,165,,,,,
Female,2022-05-11 00:00:00,White,139813,76311,60441,3053,,,,,
Female,2022-12-15 00:00:00,Asian,53272,25072,22145,6034,,,,,
Female,2022-12-15 00:00:00,Black,74337,38411,31908,4002,,,,,
Female,2022-12-15 00:00:00,Hispanic,588403,317548,237834,32965,,,,,
Female,2022-12-15 00:00:00,Other,248290,121861,105454,20830,,,,,
Female,2022-12-15 00:00:00,Unknown,23114,13917,8449,747,,,,,
Female,2022-12-15 00:00:00,White,200339,100329,84760,15179,,,,,
Female,16-49,Asian,721369,322374,278672,132399,,,,,
Female,16-49,Black,952614,466280,395438,111732,,,,,
Female,16-49,Hispanic,4364453,2190346,1789107,524904,,,,,
Female,16-49,Other,1779209,817019,714177,290672,,,,,
Female,16-49,Unknown,454243,258467,177448,33878,,,,,
Female,16-49,White,3063535,1468569,1272078,429918,,,,,
Female,50-64,Asian,244038,102914,89391,51042,,,,,
Female,50-64,Black,501320,211925,191472,99500,,,,,
Female,50-64,Hispanic,1623708,718374,610048,303817,,,,,
Female,50-64,Other,1024346,402742,369762,230141,,,,,
Female,50-64,Unknown,193941,102964,73742,22437,,,,,
Female,50-64,White,1867529,808052,728262,352035,,,,,
Female,65-79,Asian,121893,49019,41614,27080,,,,,
Female,65-79,Black,282700,108404,99393,66459,,,,,
Female,65-79,Hispanic,866405,351980,300815,190045,,,,,
Female,65-79,Other,1003015,347164,326523,254595,,,,,
Female,65-79,Unknown,118269,61238,43069,15020,,,,,
Female,65-79,White,1643068,638840,582731,369421,,,,,
Female,80+,Asian,22978,9295,7872,5047,,,,,
Female,80+,Black,61139,24189,21721,13963,,,,,
Female,80+,Hispanic,210658,87132,73611,44997,,,,,
Female,80+,Other,324756,114476,106629,80858,,,,,
Female,80+,Unknown,44234,23173,16149,5031,,,,,
Female,80+,White,488706,189367,171859,112218,,,,,
Female,Unknown,Asian,135,100,40,,,,,,
Female,Unknown,Black,188,150,43,6,,,,,
Female,Unknown,Hispanic,1235,1040,256,7,,,,,
Female,Unknown,Other,219,175,47,,,,,,
Female,Unknown,Unknown,790,688,113,,,,,,
Female,Unknown,White,720,562,190,10,,,,,
Male,2022-05-11 00:00:00,Asian,60612,32335,27027,1237,,,,,
