Gender ,Agegrp,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,People with at least One Booster Doses,,,,,
Female, 6mo-4yr,Asian,817,792,4,0,,,,,
Female, 6mo-4yr,Black,309,300,1,0,,,,,
Female, 6mo-4yr,Hispanic,2255,2178,19,0,,,,,
Female, 6mo-4yr,Other,400,381,6,0,,,,,
Female, 6mo-4yr,Unknown,201,187,7,0,,,,,
Female, 6mo-4yr,White,2325,2264,19,0,,,,,
Female,2022-05-11 00:00:00,Asian,58934,31130,26044,1749,,,,,
Female,2022-05-11 00:00:00,Black,46221,25606,19862,750,,,,,
Female,2022-05-11 00:00:00,Hispanic,501113,306458,188129,6432,,,,,
Female,2022-05-11 00:00:00,Other,174055,93985,74805,5223,,,,,
Female,2022-05-11 00:00:00,Unknown,32937,20762,11925,247,,,,,
Female,2022-05-11 00:00:00,White,142628,77044,61102,4452,,,,,
Female,2022-12-15 00:00:00,Asian,53636,25112,22179,6315,,,,,
Female,2022-12-15 00:00:00,Black,74787,38507,31999,4258,,,,,
Female,2022-12-15 00:00:00,Hispanic,594455,319969,239462,34924,,,,,
Female,2022-12-15 00:00:00,Other,250240,122238,105910,21908,,,,,
Female,2022-12-15 00:00:00,Unknown,23156,13961,8406,788,,,,,
Female,2022-12-15 00:00:00,White,201373,100461,84957,15864,,,,,
Female,16-49,Asian,723061,322609,278700,133389,,,,,
Female,16-49,Black,956994,467660,396591,113192,,,,,
Female,16-49,Hispanic,4385292,2198737,1793370,531379,,,,,
Female,16-49,Other,1791182,820723,717257,294372,,,,,
Female,16-49,Unknown,455374,260436,176438,33944,,,,,
Female,16-49,White,3073541,1471046,1274125,433658,,,,,
Female,50-64,Asian,245583,103062,89419,51421,,,,,
Female,50-64,Black,503957,212003,191545,100251,,,,,
Female,50-64,Hispanic,1635258,720327,611348,306655,,,,,
Female,50-64,Other,1037933,405132,372031,233197,,,,,
Female,50-64,Unknown,192635,102328,72976,22257,,,,,
Female,50-64,White,1878342,808883,729013,354515,,,,,
Female,65-79,Asian,122827,49161,41625,27226,,,,,
Female,65-79,Black,284391,108304,99324,66832,,,,,
Female,65-79,Hispanic,874467,353106,301734,191646,,,,,
Female,65-79,Other,1016089,348801,328212,257135,,,,,
Female,65-79,Unknown,117252,60724,42528,14850,,,,,
Female,65-79,White,1653845,639213,583183,371373,,,,,
