Gender ,Agegrp,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,People with at least One Booster Doses,,,,,
Female, 6mo-4yr,Asian,6449,4281,832,0,,,,,
Female, 6mo-4yr,Black,3167,2186,248,0,,,,,
Female, 6mo-4yr,Hispanic,26224,19615,1587,0,,,,,
Female, 6mo-4yr,Other,3444,2346,413,0,,,,,
Female, 6mo-4yr,Unknown,2180,1821,160,0,,,,,
Female, 6mo-4yr,White,17286,11424,2790,0,,,,,
Female,2022-05-11 00:00:00,Asian,63392,32508,27164,3684,,,,,
Female,2022-05-11 00:00:00,Black,50186,27269,20938,1960,,,,,
Female,2022-05-11 00:00:00,Hispanic,543693,323743,201317,18408,,,,,
Female,2022-05-11 00:00:00,Other,189461,99127,78783,11467,,,,,
Female,2022-05-11 00:00:00,Unknown,34462,21970,11815,669,,,,,
Female,2022-05-11 00:00:00,White,153137,80340,63724,8994,,,,,
Female,2022-12-15 00:00:00,Asian,54556,25191,22209,7084,,,,,
Female,2022-12-15 00:00:00,Black,76768,39002,32329,5383,,,,,
Female,2022-12-15 00:00:00,Hispanic,616345,328420,244404,43180,,,,,
Female,2022-12-15 00:00:00,Other,257112,123942,107308,25533,,,,,
Female,2022-12-15 00:00:00,Unknown,23500,14269,8260,966,,,,,
Female,2022-12-15 00:00:00,White,204836,101006,85375,18296,,,,,
Female,16-49,Asian,728231,323571,278867,136120,,,,,
Female,16-49,Black,971660,471920,399897,118659,,,,,
Female,16-49,Hispanic,4462807,2229415,1808510,555938,,,,,
Female,16-49,Other,1829924,832791,726984,306306,,,,,
Female,16-49,Unknown,461173,268054,173929,34232,,,,,
Female,16-49,White,3101859,1477929,1278226,444945,,,,,
Female,50-64,Asian,249934,103351,89246,52473,,,,,
Female,50-64,Black,514440,212006,191562,103172,,,,,
Female,50-64,Hispanic,1683232,728731,617050,318117,,,,,
Female,50-64,Other,1086696,413557,379913,243798,,,,,
Female,50-64,Unknown,189527,100992,70834,21753,,,,,
Female,50-64,White,1916134,810781,730363,363377,,,,,
Female,65-79,Asian,125678,49489,41585,27701,,,,,
Female,65-79,Black,291053,107784,98919,68075,,,,,
Female,65-79,Hispanic,905967,357316,304935,197564,,,,,
Female,65-79,Other,1066586,355582,334914,266872,,,,,
Female,65-79,Unknown,114845,59419,41085,14361,,,,,
Female,65-79,White,1692188,639645,583842,377998,,,,,
Female,80+,Asian,23730,9360,7903,5179,,,,,
Female,80+,Black,63116,24165,21726,14367,,,,,
Female,80+,Hispanic,221364,88669,74914,47252,,,,,
Female,80+,Other,341990,115995,108281,84407,,,,,
Female,80+,Unknown,43266,22612,15553,4869,,,,,
Female,80+,White,505208,189949,172539,115249,,,,,
Female,Unknown,Asian,70,56,14,0,,,,,
Female,Unknown,Black,136,110,26,0,,,,,
Female,Unknown,Hispanic,814,696,117,,,,,,
Female,Unknown,Other,147,117,30,0,,,,,
Female,Unknown,Unknown,696,611,85,0,,,,,
Female,Unknown,White,519,418,101,0,,,,,
Male, 6mo-4yr,Asian,6632,4468,808,0,,,,,
Male, 6mo-4yr,Black,3100,2193,232,0,,,,,
Male, 6mo-4yr,Hispanic,26261,19616,1550,0,,,,,
Male, 6mo-4yr,Other,3583,2448,429,0,,,,,
Male, 6mo-4yr,Unknown,2193,1846,161,0,,,,,
Male, 6mo-4yr,White,17917,11878,2842,0,,,,,
Male,2022-05-11 00:00:00,Asian,66589,34186,28526,3832,,,,,
