Gender ,Agegrp,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,People with at least One Booster Doses,,,,,
Female, 6mo-4yr,Asian,9468,5464,1727,0,,,,,
Female, 6mo-4yr,Black,4682,2885,579,0,,,,,
Female, 6mo-4yr,Hispanic,38417,25535,3798,0,,,,,
Female, 6mo-4yr,Other,4975,2960,835,0,,,,,
Female, 6mo-4yr,Unknown,3325,2655,310,0,,,,,
Female, 6mo-4yr,White,23786,13841,5037,0,,,,,
Female,2022-05-11 00:00:00,Asian,64279,32656,27533,4042,,,,,
Female,2022-05-11 00:00:00,Black,51151,27532,21381,2208,,,,,
Female,2022-05-11 00:00:00,Hispanic,558171,329178,207107,21520,,,,,
Female,2022-05-11 00:00:00,Other,194604,100948,80746,12803,,,,,
Female,2022-05-11 00:00:00,Unknown,34691,22275,11646,756,,,,,
Female,2022-05-11 00:00:00,White,154912,80637,64340,9809,,,,,
Female,2022-12-15 00:00:00,Asian,54507,25048,22107,7144,,,,,
Female,2022-12-15 00:00:00,Black,76671,38777,32198,5551,,,,,
Female,2022-12-15 00:00:00,Hispanic,625294,331743,247058,45344,,,,,
Female,2022-12-15 00:00:00,Other,262055,125355,108677,26694,,,,,
Female,2022-12-15 00:00:00,Unknown,23315,14202,8123,979,,,,,
Female,2022-12-15 00:00:00,White,204842,100378,84926,18677,,,,,
Female,16-49,Asian,732126,322971,277946,136837,,,,,
Female,16-49,Black,978655,472874,400887,120496,,,,,
Female,16-49,Hispanic,4518235,2245911,1819529,568159,,,,,
Female,16-49,Other,1889410,847588,740717,318446,,,,,
Female,16-49,Unknown,459087,269981,170403,33194,,,,,
Female,16-49,White,3127788,1477019,1277478,449739,,,,,
Female,50-64,Asian,251465,102860,88567,52536,,,,,
Female,50-64,Black,518580,211091,190866,103863,,,,,
Female,50-64,Hispanic,1716453,734080,621240,324277,,,,,
Female,50-64,Other,1144098,423792,389794,253820,,,,,
Female,50-64,Unknown,185113,98994,68715,20946,,,,,
Female,50-64,White,1936654,807463,727544,365422,,,,,
Female,65-79,Asian,126873,49181,41122,27597,,,,,
Female,65-79,Black,294512,106817,98046,68105,,,,,
Female,65-79,Hispanic,940362,362383,309390,203083,,,,,
Female,65-79,Other,1150503,365820,345126,278432,,,,,
Female,65-79,Unknown,110295,57245,39204,13429,,,,,
Female,65-79,White,1722943,634018,578891,377783,,,,,
Female,80+,Asian,23919,9278,7837,5171,,,,,
Female,80+,Black,63870,24007,21596,14412,,,,,
Female,80+,Hispanic,229565,89925,76102,48698,,,,,
Female,80+,Other,363448,118206,110625,87480,,,,,
Female,80+,Unknown,41990,21980,14996,4655,,,,,
Female,80+,White,513907,188675,171422,115355,,,,,
Female,Unknown,Asian,72,57,15,0,,,,,
Female,Unknown,Black,136,110,26,0,,,,,
Female,Unknown,Hispanic,852,728,123,,,,,,
Female,Unknown,Other,144,116,28,0,,,,,
Female,Unknown,Unknown,703,619,84,0,,,,,
Female,Unknown,White,521,417,104,0,,,,,
Male, 6mo-4yr,Asian,9871,5835,1619,0,,,,,
Male, 6mo-4yr,Black,4644,2907,541,0,,,,,
Male, 6mo-4yr,Hispanic,38709,25737,3776,0,,,,,
Male, 6mo-4yr,Other,5123,3092,881,0,,,,,
Male, 6mo-4yr,Unknown,3428,2700,347,0,,,,,
Male, 6mo-4yr,White,24867,14491,5256,0,,,,,
Male,2022-05-11 00:00:00,Asian,67576,34410,28912,4179,,,,,
Male,2022-05-11 00:00:00,Black,51783,27909,21566,2275,,,,,
