Gender ,Agegrp,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,People with at least One Booster Doses,,,,,
Female,2022-05-11 00:00:00,Asian,56908,30594,25546,760,,,,,
Female,2022-05-11 00:00:00,Black,44856,25070,19468,319,,,,,
Female,2022-05-11 00:00:00,Hispanic,483172,298604,182095,2441,,,,,
Female,2022-05-11 00:00:00,Other,167896,92290,73212,2372,,,,,
Female,2022-05-11 00:00:00,Unknown,32303,20294,11909,101,,,,,
Female,2022-05-11 00:00:00,White,137996,75923,60055,2011,,,,,
Female,2022-12-15 00:00:00,Asian,52987,25027,22115,5828,,,,,
Female,2022-12-15 00:00:00,Black,74070,38347,31835,3877,,,,,
Female,2022-12-15 00:00:00,Hispanic,585059,316084,236994,31940,,,,,
Female,2022-12-15 00:00:00,Other,246975,121593,105171,20099,,,,,
Female,2022-12-15 00:00:00,Unknown,23072,13880,8469,723,,,,,
Female,2022-12-15 00:00:00,White,199470,100179,84589,14649,,,,,
Female,16-49,Asian,719984,322140,278593,131630,,,,,
Female,16-49,Black,949769,465378,394676,110767,,,,,
Female,16-49,Hispanic,4351621,2185169,1786495,520853,,,,,
Female,16-49,Other,1772530,815140,712556,288456,,,,,
Female,16-49,Unknown,453564,257437,177906,33817,,,,,
Female,16-49,White,3057091,1467043,1270865,427330,,,,,
Female,50-64,Asian,242980,102800,89371,50782,,,,,
Female,50-64,Black,499458,211849,191386,98928,,,,,
Female,50-64,Hispanic,1615768,716860,608987,301952,,,,,
Female,50-64,Other,1016069,401622,368639,228319,,,,,
Female,50-64,Unknown,194480,103211,74106,22517,,,,,
Female,50-64,White,1859805,807744,727867,350195,,,,,
Female,65-79,Asian,121208,48960,41592,26970,,,,,
Female,65-79,Black,281242,108420,99392,66139,,,,,
Female,65-79,Hispanic,860451,351103,300109,188898,,,,,
Female,65-79,Other,993524,346209,325473,252835,,,,,
Female,65-79,Unknown,118763,61505,43338,15129,,,,,
Female,65-79,White,1635084,638686,582504,368024,,,,,
Female,80+,Asian,22832,9277,7867,5023,,,,,
Female,80+,Black,60861,24194,21722,13904,,,,,
Female,80+,Hispanic,209243,86914,73442,44695,,,,,
Female,80+,Other,321751,114254,106386,80241,,,,,
Female,80+,Unknown,44251,23191,16203,5036,,,,,
Female,80+,White,486252,189314,171787,111774,,,,,
Female,Unknown,Asian,136,101,40,,,,,,
Female,Unknown,Black,188,151,42,6,,,,,
Female,Unknown,Hispanic,1235,1040,255,8,,,,,
Female,Unknown,Other,220,176,46,,,,,,
Female,Unknown,Unknown,796,693,115,,,,,,
Female,Unknown,White,719,562,189,10,,,,,
Male,2022-05-11 00:00:00,Asian,59761,32126,26846,778,,,,,
Male,2022-05-11 00:00:00,Black,45264,25382,19561,318,,,,,
Male,2022-05-11 00:00:00,Hispanic,487270,301328,183330,2574,,,,,
Male,2022-05-11 00:00:00,Other,171025,94051,74463,2483,,,,,
Male,2022-05-11 00:00:00,Unknown,33519,21096,12299,125,,,,,
Male,2022-05-11 00:00:00,White,143638,78996,62476,2156,,,,,
Male,2022-12-15 00:00:00,Asian,54072,25655,22699,5703,,,,,
Male,2022-12-15 00:00:00,Black,72961,37838,31288,3823,,,,,
Male,2022-12-15 00:00:00,Hispanic,580219,316951,232691,30521,,,,,
Male,2022-12-15 00:00:00,Other,247520,122280,105392,19731,,,,,
Male,2022-12-15 00:00:00,Unknown,23852,14497,8718,643,,,,,
Male,2022-12-15 00:00:00,White,200911,101671,85017,14182,,,,,
Male,16-49,Asian,701004,331153,283935,120692,,,,,
Male,16-49,Black,755316,382147,317849,81993,,,,,
Male,16-49,Hispanic,3846639,2019148,1610558,391015,,,,,
Male,16-49,Other,1575426,756995,646793,234179,,,,,
Male,16-49,Unknown,409949,249062,161906,23796,,,,,
Male,16-49,White,2777146,1376137,1180614,362469,,,,,
