Gender ,Agegrp,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,People with at least One Booster Doses,,,,,
Female, 6mo-4yr,Asian,2339,2197,6,0,,,,,
Female, 6mo-4yr,Black,1059,996,1,0,,,,,
Female, 6mo-4yr,Hispanic,9159,8705,20,0,,,,,
Female, 6mo-4yr,Other,1227,1166,7,0,,,,,
Female, 6mo-4yr,Unknown,621,602,7,0,,,,,
Female, 6mo-4yr,White,6827,6466,18,0,,,,,
Female,2022-05-11 00:00:00,Asian,60294,31579,26402,2298,,,,,
Female,2022-05-11 00:00:00,Black,47382,26059,20215,1103,,,,,
Female,2022-05-11 00:00:00,Hispanic,514918,312006,192731,10065,,,,,
Female,2022-05-11 00:00:00,Other,178708,95451,75984,7224,,,,,
Female,2022-05-11 00:00:00,Unknown,33373,21095,11900,373,,,,,
Female,2022-05-11 00:00:00,White,146151,78109,61975,6029,,,,,
Female,2022-12-15 00:00:00,Asian,54016,25151,22221,6605,,,,,
Female,2022-12-15 00:00:00,Black,75437,38685,32109,4605,,,,,
Female,2022-12-15 00:00:00,Hispanic,601624,322798,241073,37577,,,,,
Female,2022-12-15 00:00:00,Other,252351,122698,106311,23109,,,,,
Female,2022-12-15 00:00:00,Unknown,23220,14032,8348,836,,,,,
Female,2022-12-15 00:00:00,White,202750,100672,85200,16755,,,,,
Female,16-49,Asian,725209,322961,278798,134528,,,,,
Female,16-49,Black,962876,469370,397988,115351,,,,,
Female,16-49,Hispanic,4413257,2209336,1798791,540465,,,,,
Female,16-49,Other,1805509,824886,720705,298907,,,,,
Female,16-49,Unknown,457494,263077,175607,34111,,,,,
Female,16-49,White,3085020,1473616,1275895,438234,,,,,
Female,50-64,Asian,247267,103166,89348,51838,,,,,
Female,50-64,Black,507989,212032,191614,101372,,,,,
Female,50-64,Hispanic,1654095,723316,613587,311253,,,,,
Female,50-64,Other,1056615,407966,374767,237191,,,,,
Female,50-64,Unknown,191421,101784,72162,22093,,,,,
Female,50-64,White,1894738,809803,729717,358286,,,,,
Female,65-79,Asian,124028,49297,41604,27457,,,,,
Female,65-79,Black,286949,108154,99223,67305,,,,,
Female,65-79,Hispanic,886259,354441,302837,193787,,,,,
Female,65-79,Other,1035716,351195,330651,260785,,,,,
Female,65-79,Unknown,116561,60367,42062,14684,,,,,
Female,65-79,White,1669701,639471,583543,374066,,,,,
Female,80+,Asian,23366,9322,7882,5111,,,,,
Female,80+,Black,62108,24174,21714,14157,,,,,
Female,80+,Hispanic,216142,87848,74287,46189,,,,,
Female,80+,Other,334016,115279,107512,82782,,,,,
Female,80+,Unknown,43760,22914,15833,4946,,,,,
Female,80+,White,497116,189675,172241,113783,,,,,
Female,Unknown,Asian,68,54,14,0,,,,,
Female,Unknown,Black,133,107,26,0,,,,,
Female,Unknown,Hispanic,752,637,114,,,,,,
Female,Unknown,Other,142,114,28,0,,,,,
Female,Unknown,Unknown,692,607,85,0,,,,,
Female,Unknown,White,496,397,99,0,,,,,
Male, 6mo-4yr,Asian,2352,2233,7,0,,,,,
Male, 6mo-4yr,Black,965,924,,0,,,,,
Male, 6mo-4yr,Hispanic,9021,8574,21,0,,,,,
Male, 6mo-4yr,Other,1323,1235,5,0,,,,,
Male, 6mo-4yr,Unknown,618,596,5,0,,,,,
Male, 6mo-4yr,White,7186,6810,21,0,,,,,
Male,2022-05-11 00:00:00,Asian,63350,33210,27755,2359,,,,,
Male,2022-05-11 00:00:00,Black,47810,26434,20320,1044,,,,,
Male,2022-05-11 00:00:00,Hispanic,519197,315183,193614,10276,,,,,
Male,2022-05-11 00:00:00,Other,181842,97158,77218,7408,,,,,
Male,2022-05-11 00:00:00,Unknown,34461,21876,12223,361,,,,,
Male,2022-05-11 00:00:00,White,152591,81474,64670,6397,,,,,
Male,2022-12-15 00:00:00,Asian,55134,25771,22806,6517,,,,,
Male,2022-12-15 00:00:00,Black,74394,38206,31595,4561,,,,,
Male,2022-12-15 00:00:00,Hispanic,597593,324689,236892,35845,,,,,
Male,2022-12-15 00:00:00,Other,252744,123373,106456,22677,,,,,
Male,2022-12-15 00:00:00,Unknown,24204,14762,8665,781,,,,,
Male,2022-12-15 00:00:00,White,203988,102110,85541,16236,,,,,
Male,16-49,Asian,706345,332836,284386,123131,,,,,
Male,16-49,Black,763929,384793,319958,85117,,,,,
Male,16-49,Hispanic,3895362,2040680,1620362,405068,,,,,
Male,16-49,Other,1600932,765195,653212,242060,,,,,
Male,16-49,Unknown,421589,260966,161230,24138,,,,,
Male,16-49,White,2798949,1381798,1184792,371054,,,,,
Male,50-64,Asian,228108,95419,84078,48746,,,,,
Male,50-64,Black,423264,183990,162549,79721,,,,,
Male,50-64,Hispanic,1480549,662910,565132,262171,,,,,
Male,50-64,Other,872130,346573,315153,188215,,,,,
Male,50-64,Unknown,170732,94527,66195,17097,,,,,
Male,50-64,White,1760628,774165,690616,317939,,,,,
Male,65-79,Asian,106030,41552,35162,23786,,,,,
Male,65-79,Black,197757,76575,68447,45462,,,,,
Male,65-79,Hispanic,702253,280175,241308,154968,,,,,
Male,65-79,Other,817147,279239,261206,204378,,,,,
Male,65-79,Unknown,104637,54463,37927,13156,,,,,
Male,65-79,White,1459366,566781,512062,322491,,,,,
Male,80+,Asian,18929,7221,6187,4324,,,,,
Male,80+,Black,28768,11378,9862,6467,,,,,
Male,80+,Hispanic,131596,52830,44702,28784,,,,,
Male,80+,Other,205247,69083,64171,51860,,,,,
Male,80+,Unknown,28957,15353,10215,3320,,,,,
Male,80+,White,358350,135667,121531,82754,,,,,
Male,Unknown,Asian,60,46,14,0,,,,,
Male,Unknown,Black,97,78,19,0,,,,,
Male,Unknown,Hispanic,698,592,106,0,,,,,
Male,Unknown,Other,115,91,24,0,,,,,
Male,Unknown,Unknown,491,432,59,0,,,,,
Male,Unknown,White,419,343,76,0,,,,,
Unknown, 6mo-4yr,Asian,1,1,,0,,,,,
Unknown, 6mo-4yr,Hispanic,3,3,,0,,,,,
Unknown, 6mo-4yr,Other,9,8,,0,,,,,
Unknown, 6mo-4yr,Unknown,5,5,,0,,,,,
Unknown,2022-05-11 00:00:00,Asian,36,24,12,0,,,,,
Unknown,2022-05-11 00:00:00,Black,11,7,4,0,,,,,
Unknown,2022-05-11 00:00:00,Hispanic,813,700,112,,,,,,
Unknown,2022-05-11 00:00:00,Other,91,67,23,,,,,,
Unknown,2022-05-11 00:00:00,Unknown,137,90,45,,,,,,
Unknown,2022-05-11 00:00:00,White,44,31,10,,,,,,
Unknown,2022-12-15 00:00:00,Asian,29,17,9,,,,,,
