Gender ,Agegrp,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,People with at least One Booster Doses,,,,,
Female, 6mo-4yr,Asian,983,958,4,0,,,,,
Female, 6mo-4yr,Black,397,388,1,0,,,,,
Female, 6mo-4yr,Hispanic,3190,3115,17,0,,,,,
Female, 6mo-4yr,Other,500,481,6,0,,,,,
Female, 6mo-4yr,Unknown,244,231,6,0,,,,,
Female, 6mo-4yr,White,2973,2914,17,0,,,,,
Female,2022-05-11 00:00:00,Asian,59066,31175,26079,1801,,,,,
Female,2022-05-11 00:00:00,Black,46341,25655,19908,775,,,,,
Female,2022-05-11 00:00:00,Hispanic,502882,307216,188703,6867,,,,,
Female,2022-05-11 00:00:00,Other,174480,94104,74899,5436,,,,,
Female,2022-05-11 00:00:00,Unknown,32986,20803,11919,261,,,,,
Female,2022-05-11 00:00:00,White,143026,77154,61205,4636,,,,,
Female,2022-12-15 00:00:00,Asian,53674,25117,22185,6342,,,,,
Female,2022-12-15 00:00:00,Black,74860,38520,32017,4299,,,,,
Female,2022-12-15 00:00:00,Hispanic,595378,320341,239696,35236,,,,,
Female,2022-12-15 00:00:00,Other,250465,122289,105960,22029,,,,,
Female,2022-12-15 00:00:00,Unknown,23179,13975,8409,793,,,,,
Female,2022-12-15 00:00:00,White,201526,100481,84993,15956,,,,,
Female,16-49,Asian,723277,322644,278710,133521,,,,,
Female,16-49,Black,957621,467841,396748,113433,,,,,
Female,16-49,Hispanic,4388498,2200040,1794011,532345,,,,,
Female,16-49,Other,1792725,821225,717663,294843,,,,,
Female,16-49,Unknown,455549,260680,176341,33964,,,,,
Female,16-49,White,3074887,1471373,1274384,434185,,,,,
Female,50-64,Asian,245729,103083,89403,51466,,,,,
Female,50-64,Black,504308,211996,191542,100367,,,,,
Female,50-64,Hispanic,1637022,720656,611571,307095,,,,,
Female,50-64,Other,1039655,405457,372350,233549,,,,,
Female,50-64,Unknown,192430,102219,72865,22239,,,,,
Female,50-64,White,1879703,808975,729099,354856,,,,,
Female,65-79,Asian,122986,49178,41630,27260,,,,,
Female,65-79,Black,284604,108270,99299,66879,,,,,
Female,65-79,Hispanic,875639,353242,301873,191890,,,,,
Female,65-79,Other,1018085,349075,328494,257551,,,,,
Female,65-79,Unknown,117132,60663,42458,14836,,,,,
Female,65-79,White,1655153,639225,583211,371617,,,,,
Female,80+,Asian,23181,9315,7876,5080,,,,,
Female,80+,Black,61606,24178,21720,14058,,,,,
Female,80+,Hispanic,213128,87448,73905,45546,,,,,
Female,80+,Other,329640,114922,107117,81949,,,,,
Female,80+,Unknown,43890,22990,15955,4968,,,,,
Female,80+,White,492852,189567,172049,113029,,,,,
Female,Unknown,Asian,67,53,14,0,,,,,
Female,Unknown,Black,131,105,26,0,,,,,
Female,Unknown,Hispanic,738,622,115,,,,,,
Female,Unknown,Other,141,113,28,0,,,,,
Female,Unknown,Unknown,702,616,86,0,,,,,
Female,Unknown,White,490,391,99,0,,,,,
Male, 6mo-4yr,Asian,1029,1000,6,0,,,,,
Male, 6mo-4yr,Black,381,379,,0,,,,,
Male, 6mo-4yr,Hispanic,3134,3065,19,0,,,,,
Male, 6mo-4yr,Other,578,555,3,0,,,,,
Male, 6mo-4yr,Unknown,213,199,4,0,,,,,
Male, 6mo-4yr,White,3087,3005,20,0,,,,,
Male,2022-05-11 00:00:00,Asian,61987,32755,27395,1818,,,,,
Male,2022-05-11 00:00:00,Black,46726,25990,19985,743,,,,,
Male,2022-05-11 00:00:00,Hispanic,506864,310109,189696,6961,,,,,
Male,2022-05-11 00:00:00,Other,177828,95936,76190,5652,,,,,
Male,2022-05-11 00:00:00,Unknown,34113,21576,12266,270,,,,,
Male,2022-05-11 00:00:00,White,149297,80482,63805,4970,,,,,
Male,2022-12-15 00:00:00,Asian,54785,25734,22764,6257,,,,,
Male,2022-12-15 00:00:00,Black,73842,38053,31482,4282,,,,,
