Gender ,Agegrp,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,People with at least One Booster Doses,,,,,
Female,2022-05-11 00:00:00,Asian,54648,29820,24761,60,,,,,
Female,2022-05-11 00:00:00,Black,43170,24360,18768,43,,,,,
Female,2022-05-11 00:00:00,Hispanic,454158,282540,171048,547,,,,,
Female,2022-05-11 00:00:00,Other,161169,90065,70857,230,,,,,
Female,2022-05-11 00:00:00,Unknown,31328,19781,11532,17,,,,,
Female,2022-05-11 00:00:00,White,132942,74479,58297,164,,,,,
Female,2022-12-15 00:00:00,Asian,52026,24898,21985,5136,,,,,
Female,2022-12-15 00:00:00,Black,73174,38084,31594,3491,,,,,
Female,2022-12-15 00:00:00,Hispanic,570094,309622,231524,28948,,,,,
Female,2022-12-15 00:00:00,Other,243246,120799,104289,18100,,,,,
Female,2022-12-15 00:00:00,Unknown,22807,13774,8393,641,,,,,
Female,2022-12-15 00:00:00,White,197056,99754,84034,13247,,,,,
Female,16-49,Asian,714323,321156,278175,128207,,,,,
Female,16-49,Black,938875,461946,391538,107086,,,,,
Female,16-49,Hispanic,4295436,2161932,1772730,503118,,,,,
Female,16-49,Other,1748894,808638,706931,280109,,,,,
Female,16-49,Unknown,450336,253082,179171,33579,,,,,
Female,16-49,White,3033780,1461391,1266322,417436,,,,,
Female,50-64,Asian,238598,102483,89286,49593,,,,,
Female,50-64,Black,491626,211595,190972,96584,,,,,
Female,50-64,Hispanic,1580203,709393,603630,292691,,,,,
Female,50-64,Other,982648,397485,364476,221302,,,,,
Female,50-64,Unknown,196519,104198,75441,22860,,,,,
Female,50-64,White,1827911,806195,726128,342390,,,,,
Female,65-79,Asian,117876,48706,41484,26420,,,,,
Female,65-79,Black,274161,108492,99276,64699,,,,,
Female,65-79,Hispanic,832360,346727,296689,183172,,,,,
Female,65-79,Other,947034,342167,321013,244746,,,,,
Female,65-79,Unknown,120814,62690,44524,15521,,,,,
Female,65-79,White,1592125,637692,581003,360523,,,,,
Female,80+,Asian,22157,9219,7828,4898,,,,,
Female,80+,Black,59441,24204,21709,13611,,,,,
Female,80+,Hispanic,202319,85809,72593,43220,,,,,
Female,80+,Other,307043,113234,105177,77393,,,,,
