Gender ,Agegrp,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,People with at least One Booster Doses,,,,,
Female,2022-05-11 00:00:00,Asian,58587,31037,25946,1595,,,,,
Female,2022-05-11 00:00:00,Black,45978,25511,19788,680,,,,,
Female,2022-05-11 00:00:00,Hispanic,498489,305449,187287,5707,,,,,
Female,2022-05-11 00:00:00,Other,173124,93733,74552,4810,,,,,
Female,2022-05-11 00:00:00,Unknown,32862,20697,11937,229,,,,,
Female,2022-05-11 00:00:00,White,141963,76865,60975,4112,,,,,
Female,2022-12-15 00:00:00,Asian,53559,25096,22172,6264,,,,,
Female,2022-12-15 00:00:00,Black,74683,38482,31976,4204,,,,,
Female,2022-12-15 00:00:00,Hispanic,592926,319375,239028,34436,,,,,
Female,2022-12-15 00:00:00,Other,249772,122157,105796,21649,,,,,
Female,2022-12-15 00:00:00,Unknown,23188,13975,8428,784,,,,,
Female,2022-12-15 00:00:00,White,201127,100433,84902,15705,,,,,
Female,16-49,Asian,722667,322540,278703,133182,,,,,
Female,16-49,Black,956039,467385,396351,112860,,,,,
Female,16-49,Hispanic,4380228,2196755,1792318,529821,,,,,
Female,16-49,Other,1788549,819922,716601,293562,,,,,
Female,16-49,Unknown,454795,259737,176603,33922,,,,,
Female,16-49,White,3071295,1470538,1273757,432790,,,,,
Female,50-64,Asian,245165,103020,89397,51312,,,,,
Female,50-64,Black,503398,211981,191518,100091,,,,,
Female,50-64,Hispanic,1632079,719705,610914,305848,,,,,
Female,50-64,Other,1035142,404692,371637,232574,,,,,
Female,50-64,Unknown,192925,102450,73147,22311,,,,,
Female,50-64,White,1875810,808692,728854,353900,,,,,
Female,65-79,Asian,122635,49127,41622,27207,,,,,
Female,65-79,Black,284073,108327,99349,66755,,,,,
Female,65-79,Hispanic,872711,352820,301541,191294,,,,,
Female,65-79,Other,1013680,348507,327923,256657,,,,,
Female,65-79,Unknown,117403,60803,42618,14879,,,,,
Female,65-79,White,1651743,639149,583096,370994,,,,,
Female,80+,Asian,23106,9306,7876,5069,,,,,
Female,80+,Black,61466,24188,21723,14037,,,,,
Female,80+,Hispanic,212343,87336,73817,45367,,,,,
Female,80+,Other,328145,114792,106982,81634,,,,,
Female,80+,Unknown,43973,23032,15999,4989,,,,,
Female,80+,White,491690,189527,172004,112815,,,,,
Female,Unknown,Asian,341,303,42,,,,,,
Female,Unknown,Black,242,203,44,6,,,,,
Female,Unknown,Hispanic,1723,1529,254,7,,,,,
Female,Unknown,Other,298,252,49,,,,,,
Female,Unknown,Unknown,817,715,113,,,,,,
Female,Unknown,White,1355,1196,189,10,,,,,
Male,2022-05-11 00:00:00,Asian,61508,32599,27251,1643,,,,,
Male,2022-05-11 00:00:00,Black,46371,25850,19885,631,,,,,
Male,2022-05-11 00:00:00,Hispanic,502520,308340,188361,5770,,,,,
Male,2022-05-11 00:00:00,Other,176383,95531,75816,4998,,,,,
Male,2022-05-11 00:00:00,Unknown,33985,21478,12264,245,,,,,
Male,2022-05-11 00:00:00,White,148090,80167,63525,4377,,,,,
Male,2022-12-15 00:00:00,Asian,54656,25718,22735,6175,,,,,
Male,2022-12-15 00:00:00,Black,73655,38011,31447,4177,,,,,
Male,2022-12-15 00:00:00,Hispanic,588181,320557,234714,32810,,,,,
Male,2022-12-15 00:00:00,Other,250128,122815,105938,21195,,,,,
Male,2022-12-15 00:00:00,Unknown,24053,14647,8701,711,,,,,
Male,2022-12-15 00:00:00,White,202610,101940,85348,15254,,,,,
Male,16-49,Asian,703585,332004,284100,121883,,,,,
Male,16-49,Black,759461,383436,318872,83527,,,,,
Male,16-49,Hispanic,3868695,2028911,1615179,397354,,,,,
Male,16-49,Other,1587766,760934,649947,238109,,,,,
Male,16-49,Unknown,415404,254668,161542,23978,,,,,
Male,16-49,White,2788084,1378951,1182951,366738,,,,,
Male,50-64,Asian,226263,95352,84101,48297,,,,,
Male,50-64,Black,419855,183941,162450,78739,,,,,
Male,50-64,Hispanic,1463500,660016,563048,257827,,,,,
Male,50-64,Other,855416,343839,312507,184444,,,,,
Male,50-64,Unknown,171416,94796,66800,17193,,,,,
Male,50-64,White,1744530,773111,689693,314221,,,,,
Male,65-79,Asian,104790,41403,35142,23571,,,,,
Male,65-79,Black,195951,76697,68486,45160,,,,,
Male,65-79,Hispanic,691630,278894,240140,152948,,,,,
Male,65-79,Other,800035,277043,258943,201155,,,,,
Male,65-79,Unknown,105487,54946,38418,13330,,,,,
Male,65-79,White,1444063,566323,511357,319935,,,,,
Male,80+,Asian,18729,7211,6190,4282,,,,,
Male,80+,Black,28433,11369,9853,6404,,,,,
Male,80+,Hispanic,129314,52467,44377,28353,,,,,
Male,80+,Other,201510,68737,63783,51176,,,,,
Male,80+,Unknown,29140,15454,10321,3369,,,,,
Male,80+,White,354629,135575,121378,82137,,,,,
Male,Unknown,Asian,320,278,44,,,,,,
Male,Unknown,Black,195,172,29,,,,,,
Male,Unknown,Hispanic,1672,1491,243,13,,,,,
Male,Unknown,Other,318,270,58,,,,,,
Male,Unknown,Unknown,606,532,85,,,,,,
Male,Unknown,White,1321,1166,185,8,,,,,
Unknown,2022-05-11 00:00:00,Asian,36,24,12,0,,,,,
Unknown,2022-05-11 00:00:00,Black,11,7,4,0,,,,,
Unknown,2022-05-11 00:00:00,Hispanic,811,701,109,,,,,,
Unknown,2022-05-11 00:00:00,Other,91,66,24,,,,,,
Unknown,2022-05-11 00:00:00,Unknown,136,90,45,,,,,,
Unknown,2022-05-11 00:00:00,White,48,34,12,,,,,,
Unknown,2022-12-15 00:00:00,Asian,30,16,10,,,,,,
Unknown,2022-12-15 00:00:00,Black,34,21,13,0,,,,,
Unknown,2022-12-15 00:00:00,Hispanic,618,541,79,0,,,,,
Unknown,2022-12-15 00:00:00,Other,118,78,38,,,,,,
Unknown,2022-12-15 00:00:00,Unknown,135,112,22,,,,,,
