Gender ,Agegrp,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,People with at least One Booster Doses,,,,,
Female, 6mo-4yr,Asian,7293,4660,979,0,,,,,
Female, 6mo-4yr,Black,3639,2446,300,0,,,,,
Female, 6mo-4yr,Hispanic,30193,21897,1949,0,,,,,
Female, 6mo-4yr,Other,3848,2528,485,0,,,,,
Female, 6mo-4yr,Unknown,2552,2100,196,0,,,,,
Female, 6mo-4yr,White,19109,12206,3218,0,,,,,
Female,2022-05-11 00:00:00,Asian,63738,32580,27319,3798,,,,,
Female,2022-05-11 00:00:00,Black,50632,27433,21135,2041,,,,,
Female,2022-05-11 00:00:00,Hispanic,549138,325776,203505,19584,,,,,
Female,2022-05-11 00:00:00,Other,190677,99470,79264,11852,,,,,
Female,2022-05-11 00:00:00,Unknown,34700,22165,11815,711,,,,,
Female,2022-05-11 00:00:00,White,153987,80551,64080,9269,,,,,
Female,2022-12-15 00:00:00,Asian,54575,25191,22209,7102,,,,,
Female,2022-12-15 00:00:00,Black,76903,39015,32382,5453,,,,,
Female,2022-12-15 00:00:00,Hispanic,619286,329580,245407,43939,,,,,
Female,2022-12-15 00:00:00,Other,257599,124039,107474,25745,,,,,
Female,2022-12-15 00:00:00,Unknown,23587,14319,8274,989,,,,,
Female,2022-12-15 00:00:00,White,204921,100968,85383,18408,,,,,
Female,16-49,Asian,728304,323508,278776,136262,,,,,
Female,16-49,Black,973119,472367,400323,119122,,,,,
Female,16-49,Hispanic,4473252,2233765,1811327,558675,,,,,
Female,16-49,Other,1835236,834677,728665,307740,,,,,
Female,16-49,Unknown,461774,269163,173435,34183,,,,,
Female,16-49,White,3103422,1478157,1278453,445663,,,,,
Female,50-64,Asian,250119,103304,89196,52537,,,,,
Female,50-64,Black,515045,211920,191504,103377,,,,,
Female,50-64,Hispanic,1688466,730041,618018,319349,,,,,
Female,50-64,Other,1091972,414851,381155,245013,,,,,
Female,50-64,Unknown,188896,100702,70484,21673,,,,,
Female,50-64,White,1917512,810569,730189,363750,,,,,
Female,65-79,Asian,125766,49469,41537,27694,,,,,
Female,65-79,Black,291332,107677,98832,68119,,,,,
Female,65-79,Hispanic,909867,358135,305606,198409,,,,,
Female,65-79,Other,1071662,356629,335948,268018,,,,,
Female,65-79,Unknown,114222,59108,40817,14250,,,,,
Female,65-79,White,1693296,639279,583551,378163,,,,,
Female,80+,Asian,23779,9356,7910,5193,,,,,
Female,80+,Black,63231,24148,21717,14408,,,,,
Female,80+,Hispanic,222414,88883,75099,47520,,,,,
Female,80+,Other,343059,116106,108422,84659,,,,,
Female,80+,Unknown,43084,22507,15465,4861,,,,,
Female,80+,White,505995,189967,172564,115423,,,,,
Female,Unknown,Asian,71,57,14,0,,,,,
Female,Unknown,Black,136,110,26,0,,,,,
Female,Unknown,Hispanic,836,717,118,,,,,,
Female,Unknown,Other,148,118,30,0,,,,,
Female,Unknown,Unknown,697,613,84,0,,,,,
Female,Unknown,White,521,419,102,0,,,,,
Male, 6mo-4yr,Asian,7598,4901,963,0,,,,,
Male, 6mo-4yr,Black,3536,2418,274,0,,,,,
Male, 6mo-4yr,Hispanic,30345,21977,1914,0,,,,,
Male, 6mo-4yr,Other,4021,2653,522,0,,,,,
Male, 6mo-4yr,Unknown,2584,2115,211,0,,,,,
Male, 6mo-4yr,White,19854,12737,3289,0,,,,,
Male,2022-05-11 00:00:00,Asian,66984,34297,28692,3941,,,,,
Male,2022-05-11 00:00:00,Black,51247,27768,21338,2111,,,,,
Male,2022-05-11 00:00:00,Hispanic,554571,329379,204850,20060,,,,,
Male,2022-05-11 00:00:00,Other,193818,101182,80506,12033,,,,,
Male,2022-05-11 00:00:00,Unknown,35605,22784,12132,681,,,,,
Male,2022-05-11 00:00:00,White,160715,83988,66736,9883,,,,,
Male,2022-12-15 00:00:00,Asian,55785,25838,22817,7078,,,,,
Male,2022-12-15 00:00:00,Black,75936,38581,31876,5415,,,,,
Male,2022-12-15 00:00:00,Hispanic,616128,332199,241281,42314,,,,,
Male,2022-12-15 00:00:00,Other,258105,124807,107629,25325,,,,,
Male,2022-12-15 00:00:00,Unknown,24561,15035,8577,949,,,,,
Male,2022-12-15 00:00:00,White,206259,102397,85727,17969,,,,,
Male,16-49,Asian,709604,333926,284561,124625,,,,,
Male,16-49,Black,770445,386733,321372,87613,,,,,
Male,16-49,Hispanic,3941029,2061056,1630217,417712,,,,,
Male,16-49,Other,1624282,773411,659453,248814,,,,,
Male,16-49,Unknown,435339,275254,160354,24329,,,,,
Male,16-49,White,2813362,1385739,1187101,376781,,,,,
Male,50-64,Asian,230371,95476,83947,49254,,,,,
Male,50-64,Black,428271,183933,162474,81105,,,,,
Male,50-64,Hispanic,1507227,668060,568731,268865,,,,,
Male,50-64,Other,898363,351905,320075,194051,,,,,
Male,50-64,Unknown,169613,94208,65083,16900,,,,,
Male,50-64,White,1779911,775069,691329,322668,,,,,
Male,65-79,Asian,107415,41650,35083,23957,,,,,
Male,65-79,Black,200993,76478,68405,46075,,,,,
Male,65-79,Hispanic,720461,282982,243504,158565,,,,,
Male,65-79,Other,843190,283310,265171,209516,,,,,
Male,65-79,Unknown,102416,53250,36836,12778,,,,,
Male,65-79,White,1479498,567243,512588,325746,,,,,
Male,80+,Asian,19189,7250,6173,4374,,,,,
Male,80+,Black,29236,11368,9863,6542,,,,,
Male,80+,Hispanic,135117,53327,45144,29472,,,,,
Male,80+,Other,211519,69874,65058,53089,,,,,
Male,80+,Unknown,28388,15051,9961,3205,,,,,
Male,80+,White,363888,135734,121712,83668,,,,,
Male,Unknown,Asian,70,52,18,0,,,,,
Male,Unknown,Black,99,80,19,0,,,,,
Male,Unknown,Hispanic,765,656,109,0,,,,,
Male,Unknown,Other,118,94,24,0,,,,,
Male,Unknown,Unknown,503,444,59,0,,,,,
Male,Unknown,White,432,353,79,0,,,,,
Unknown, 6mo-4yr,Asian,2,2,,0,,,,,
