Gender ,Agegrp,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,People with at least One Booster Doses,,,,,
Female,2022-05-11 00:00:00,Asian,57017,30617,25580,812,,,,,
Female,2022-05-11 00:00:00,Black,44933,25111,19484,339,,,,,
Female,2022-05-11 00:00:00,Hispanic,484349,299278,182415,2624,,,,,
Female,2022-05-11 00:00:00,Other,168222,92364,73284,2550,,,,,
Female,2022-05-11 00:00:00,Unknown,32310,20298,11909,104,,,,,
Female,2022-05-11 00:00:00,White,138261,75956,60092,2206,,,,,
Female,2022-12-15 00:00:00,Asian,53006,25029,22111,5849,,,,,
Female,2022-12-15 00:00:00,Black,74096,38355,31839,3891,,,,,
Female,2022-12-15 00:00:00,Hispanic,585700,316400,237180,32077,,,,,
Female,2022-12-15 00:00:00,Other,247147,121637,105213,20185,,,,,
Female,2022-12-15 00:00:00,Unknown,23095,13892,8477,726,,,,,
Female,2022-12-15 00:00:00,White,199571,100188,84602,14727,,,,,
Female,16-49,Asian,720162,322166,278602,131733,,,,,
Female,16-49,Black,950096,465488,394760,110877,,,,,
Female,16-49,Hispanic,4353551,2186089,1786893,521357,,,,,
Female,16-49,Other,1773338,815370,712769,288718,,,,,
Female,16-49,Unknown,453619,257526,177855,33820,,,,,
Female,16-49,White,3057754,1467163,1270990,427614,,,,,
Female,50-64,Asian,243066,102809,89366,50800,,,,,
Female,50-64,Black,499705,211846,191386,99007,,,,,
Female,50-64,Hispanic,1616942,717104,609160,302246,,,,,
Female,50-64,Other,1017014,401748,368775,228515,,,,,
Female,50-64,Unknown,194403,103180,74063,22494,,,,,
Female,50-64,White,1860691,807751,727890,350423,,,,,
Female,65-79,Asian,121314,48969,41598,26987,,,,,
Female,65-79,Black,281411,108404,99388,66173,,,,,
Female,65-79,Hispanic,861372,351241,300228,189079,,,,,
Female,65-79,Other,994847,346324,325595,253129,,,,,
Female,65-79,Unknown,118738,61497,43310,15115,,,,,
Female,65-79,White,1636162,638673,582518,368208,,,,,
Female,80+,Asian,22854,9278,7869,5028,,,,,
Female,80+,Black,60898,24191,21724,13908,,,,,
Female,80+,Hispanic,209459,86951,73466,44747,,,,,
Female,80+,Other,322226,114262,106409,80396,,,,,
Female,80+,Unknown,44295,23226,16201,5034,,,,,
Female,80+,White,486672,189333,171808,111863,,,,,
Female,Unknown,Asian,135,100,40,,,,,,
Female,Unknown,Black,188,151,42,6,,,,,
Female,Unknown,Hispanic,1234,1039,255,8,,,,,
Female,Unknown,Other,219,175,46,,,,,,
Female,Unknown,Unknown,795,692,115,,,,,,
Female,Unknown,White,719,563,189,9,,,,,
Male,2022-05-11 00:00:00,Asian,59887,32155,26871,849,,,,,
Male,2022-05-11 00:00:00,Black,45345,25426,19579,337,,,,,
Male,2022-05-11 00:00:00,Hispanic,488446,301977,183643,2785,,,,,
Male,2022-05-11 00:00:00,Other,171347,94130,74538,2651,,,,,
Male,2022-05-11 00:00:00,Unknown,33541,21113,12298,131,,,,,
Male,2022-05-11 00:00:00,White,143925,79047,62518,2350,,,,,
Male,2022-12-15 00:00:00,Asian,54105,25659,22704,5727,,,,,
Male,2022-12-15 00:00:00,Black,72983,37841,31287,3843,,,,,
Male,2022-12-15 00:00:00,Hispanic,580838,317254,232865,30661,,,,,
Male,2022-12-15 00:00:00,Other,247689,122315,105433,19815,,,,,
Male,2022-12-15 00:00:00,Unknown,23882,14516,8722,650,,,,,
Male,2022-12-15 00:00:00,White,201008,101685,85027,14253,,,,,
Male,16-49,Asian,701206,331231,283971,120763,,,,,
Male,16-49,Black,755574,382224,317916,82079,,,,,
Male,16-49,Hispanic,3848015,2019808,1610855,391367,,,,,
Male,16-49,Other,1575930,757153,646905,234344,,,,,
Male,16-49,Unknown,410352,249435,161916,23813,,,,,
Male,16-49,White,2777787,1376290,1180750,362731,,,,,
Male,50-64,Asian,224663,95247,84118,47899,,,,,
Male,50-64,Black,417047,183850,162359,77906,,,,,
Male,50-64,Hispanic,1451497,657945,561533,254756,,,,,
Male,50-64,Other,841673,341519,310301,181389,,,,,
Male,50-64,Unknown,172231,95132,67419,17306,,,,,
Male,50-64,White,1731527,772258,688770,311177,,,,,
Male,65-79,Asian,103707,41303,35110,23388,,,,,
Male,65-79,Black,194244,76694,68462,44832,,,,,
Male,65-79,Hispanic,683260,277803,239117,151285,,,,,
Male,65-79,Other,786207,275359,257153,198526,,,,,
Male,65-79,Unknown,106566,55519,38982,13538,,,,,
Male,65-79,White,1431045,565751,510603,317653,,,,,
Male,80+,Asian,18490,7192,6181,4241,,,,,
Male,80+,Black,28227,11374,9846,6381,,,,,
Male,80+,Hispanic,127514,52185,44120,28005,,,,,
Male,80+,Other,198042,68436,63412,50509,,,,,
Male,80+,Unknown,29347,15584,10425,3409,,,,,
Male,80+,White,351138,135412,121139,81522,,,,,
Male,Unknown,Asian,142,100,45,,,,,,
Male,Unknown,Black,138,112,34,,,,,,
Male,Unknown,Hispanic,1180,995,250,11,,,,,
Male,Unknown,Other,219,169,61,,,,,,
Male,Unknown,Unknown,570,497,85,0,,,,,
Male,Unknown,White,674,524,185,6,,,,,
Unknown,2022-05-11 00:00:00,Asian,36,24,12,0,,,,,
Unknown,2022-05-11 00:00:00,Black,11,7,4,0,,,,,
Unknown,2022-05-11 00:00:00,Hispanic,802,697,104,,,,,,
Unknown,2022-05-11 00:00:00,Other,90,66,24,0,,,,,
Unknown,2022-05-11 00:00:00,Unknown,132,88,44,0,,,,,
Unknown,2022-05-11 00:00:00,White,49,36,12,,,,,,
Unknown,2022-12-15 00:00:00,Asian,30,16,10,,,,,,
Unknown,2022-12-15 00:00:00,Black,34,21,13,0,,,,,
Unknown,2022-12-15 00:00:00,Hispanic,555,482,75,0,,,,,
Unknown,2022-12-15 00:00:00,Other,116,77,37,,,,,,
Unknown,2022-12-15 00:00:00,Unknown,138,114,23,,,,,,
Unknown,2022-12-15 00:00:00,White,125,79,43,,,,,,
Unknown,16-49,Asian,1442,803,619,109,,,,,
Unknown,16-49,Black,1575,897,702,68,,,,,
Unknown,16-49,Hispanic,13117,8074,6514,550,,,,,
Unknown,16-49,Other,10622,6503,4564,381,,,,,
Unknown,16-49,Unknown,5768,3567,2307,209,,,,,
Unknown,16-49,White,7406,4095,3382,267,,,,,
Unknown,50-64,Asian,630,326,263,61,,,,,
Unknown,50-64,Black,698,368,302,68,,,,,
Unknown,50-64,Hispanic,6348,3345,2898,437,,,,,
Unknown,50-64,Other,6438,3722,2779,325,,,,,
Unknown,50-64,Unknown,1889,1087,771,148,,,,,
Unknown,50-64,White,3997,2138,1816,174,,,,,
Unknown,65-79,Asian,446,210,172,58,,,,,
Unknown,65-79,Black,394,202,160,47,,,,,
Unknown,65-79,Hispanic,3103,1615,1323,258,,,,,
Unknown,65-79,Other,3935,2239,1593,257,,,,,
Unknown,65-79,Unknown,1185,651,443,103,,,,,
Unknown,65-79,White,2993,1586,1302,159,,,,,
Unknown,80+,Asian,111,58,42,8,,,,,
Unknown,80+,Black,105,61,38,11,,,,,
Unknown,80+,Hispanic,746,398,317,54,,,,,
Unknown,80+,Other,986,621,351,47,,,,,
Unknown,80+,Unknown,384,241,128,20,,,,,
Unknown,80+,White,833,465,337,50,,,,,
Unknown,Unknown,Asian,1,1,0,0,,,,,
Unknown,Unknown,Hispanic,7,7,1,0,,,,,
Unknown,Unknown,Other,78,72,7,0,,,,,
Unknown,Unknown,Unknown,15,14,2,0,,,,,
Unknown,Unknown,White,17,16,1,0,,,,,
Grand Total,Total,Total,45180181,21087742,17716539,6950166,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
