Gender ,Agegrp,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,People with at least One Booster Doses,,,,,
Female,2022-05-11 00:00:00,Asian,57102,30636,25595,863,,,,,
Female,2022-05-11 00:00:00,Black,44985,25129,19500,357,,,,,
Female,2022-05-11 00:00:00,Hispanic,484784,299433,182549,2770,,,,,
Female,2022-05-11 00:00:00,Other,168529,92441,73358,2706,,,,,
Female,2022-05-11 00:00:00,Unknown,32347,20329,11912,107,,,,,
Female,2022-05-11 00:00:00,White,138428,75987,60126,2308,,,,,
Female,2022-12-15 00:00:00,Asian,53074,25041,22124,5892,,,,,
Female,2022-12-15 00:00:00,Black,74123,38362,31848,3902,,,,,
Female,2022-12-15 00:00:00,Hispanic,585906,316454,237240,32168,,,,,
Female,2022-12-15 00:00:00,Other,247289,121658,105238,20277,,,,,
Female,2022-12-15 00:00:00,Unknown,23087,13889,8470,728,,,,,
Female,2022-12-15 00:00:00,White,199691,100215,84634,14785,,,,,
Female,16-49,Asian,720332,322194,278610,131840,,,,,
Female,16-49,Black,950400,465580,394851,110980,,,,,
Female,16-49,Hispanic,4354497,2186390,1787074,521719,,,,,
Female,16-49,Other,1774077,815544,712945,288972,,,,,
Female,16-49,Unknown,453758,257685,177828,33825,,,,,
Female,16-49,White,3058533,1467331,1271139,427917,,,,,
Female,50-64,Asian,243186,102823,89361,50831,,,,,
Female,50-64,Black,499878,211861,191388,99053,,,,,
Female,50-64,Hispanic,1617624,717182,609239,302397,,,,,
Female,50-64,Other,1018106,401886,368915,228746,,,,,
Female,50-64,Unknown,194374,103181,74033,22486,,,,,
Female,50-64,White,1861656,807804,727943,350647,,,,,
Female,65-79,Asian,121345,48962,41584,26991,,,,,
Female,65-79,Black,281520,108395,99381,66204,,,,,
Female,65-79,Hispanic,861817,351282,300266,189157,,,,,
Female,65-79,Other,996074,346482,325761,253362,,,,,
Female,65-79,Unknown,118685,61475,43287,15101,,,,,
Female,65-79,White,1636946,638678,582537,368352,,,,,
Female,80+,Asian,22867,9281,7868,5029,,,,,
Female,80+,Black,60924,24190,21724,13913,,,,,
Female,80+,Hispanic,209553,86961,73472,44767,,,,,
Female,80+,Other,322524,114299,106445,80457,,,,,
Female,80+,Unknown,44284,23221,16196,5033,,,,,
Female,80+,White,486885,189334,171813,111894,,,,,
Female,Unknown,Asian,135,100,40,,,,,,
Female,Unknown,Black,188,151,42,6,,,,,
Female,Unknown,Hispanic,1235,1040,255,8,,,,,
Female,Unknown,Other,219,175,46,,,,,,
Female,Unknown,Unknown,795,692,115,,,,,,
Female,Unknown,White,719,563,189,9,,,,,
Male,2022-05-11 00:00:00,Asian,59976,32167,26895,902,,,,,
Male,2022-05-11 00:00:00,Black,45399,25447,19593,356,,,,,
Male,2022-05-11 00:00:00,Hispanic,488856,302125,183790,2900,,,,,
Male,2022-05-11 00:00:00,Other,171654,94212,74603,2811,,,,,
Male,2022-05-11 00:00:00,Unknown,33573,21138,12301,135,,,,,
Male,2022-05-11 00:00:00,White,144158,79107,62564,2477,,,,,
Male,2022-12-15 00:00:00,Asian,54132,25661,22708,5748,,,,,
Male,2022-12-15 00:00:00,Black,73030,37850,31300,3867,,,,,
Male,2022-12-15 00:00:00,Hispanic,581081,317333,232940,30748,,,,,
Male,2022-12-15 00:00:00,Other,247832,122338,105465,19899,,,,,
Male,2022-12-15 00:00:00,Unknown,23892,14527,8720,651,,,,,
Male,2022-12-15 00:00:00,White,201128,101701,85064,14320,,,,,
Male,16-49,Asian,701356,331284,283979,120823,,,,,
Male,16-49,Black,755767,382289,317969,82149,,,,,
Male,16-49,Hispanic,3848705,2020074,1611000,391578,,,,,
Male,16-49,Other,1576486,757316,647057,234503,,,,,
Male,16-49,Unknown,410629,249720,161904,23817,,,,,
Male,16-49,White,2778388,1376442,1180866,362967,,,,,
Male,50-64,Asian,224729,95240,84103,47910,,,,,
Male,50-64,Black,417167,183856,162364,77935,,,,,
Male,50-64,Hispanic,1452081,658047,561611,254899,,,,,
Male,50-64,Other,842469,341632,310413,181557,,,,,
Male,50-64,Unknown,172210,95137,67395,17295,,,,,
Male,50-64,White,1732295,772286,688803,311385,,,,,
Male,65-79,Asian,103764,41310,35115,23396,,,,,
Male,65-79,Black,194309,76695,68460,44838,,,,,
Male,65-79,Hispanic,683585,277822,239152,151349,,,,,
Male,65-79,Other,787063,275463,257258,198688,,,,,
Male,65-79,Unknown,106517,55496,38956,13529,,,,,
Male,65-79,White,1431757,565770,510630,317794,,,,,
Male,80+,Asian,18498,7191,6179,4242,,,,,
Male,80+,Black,28236,11373,9848,6382,,,,,
Male,80+,Hispanic,127597,52200,44135,28017,,,,,
Male,80+,Other,198202,68452,63431,50528,,,,,
Male,80+,Unknown,29327,15574,10418,3405,,,,,
Male,80+,White,351315,135418,121156,81562,,,,,
Male,Unknown,Asian,143,101,45,,,,,,
Male,Unknown,Black,138,112,34,,,,,,
Male,Unknown,Hispanic,1180,995,250,11,,,,,
Male,Unknown,Other,219,169,61,,,,,,
Male,Unknown,Unknown,571,497,85,,,,,,
Male,Unknown,White,674,524,185,6,,,,,
Unknown,2022-05-11 00:00:00,Asian,36,24,12,0,,,,,
Unknown,2022-05-11 00:00:00,Black,11,7,4,0,,,,,
Unknown,2022-05-11 00:00:00,Hispanic,802,697,104,,,,,,
Unknown,2022-05-11 00:00:00,Other,90,66,24,0,,,,,
Unknown,2022-05-11 00:00:00,Unknown,132,88,44,0,,,,,
Unknown,2022-05-11 00:00:00,White,49,36,12,,,,,,
Unknown,2022-12-15 00:00:00,Asian,30,16,10,,,,,,
Unknown,2022-12-15 00:00:00,Black,34,21,13,0,,,,,
Unknown,2022-12-15 00:00:00,Hispanic,555,482,75,0,,,,,
Unknown,2022-12-15 00:00:00,Other,116,77,37,,,,,,
Unknown,2022-12-15 00:00:00,Unknown,138,114,23,,,,,,
Unknown,2022-12-15 00:00:00,White,125,79,43,,,,,,
