Gender ,Agegrp,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,People with at least One Booster Doses,,,,,
Female, 6mo-4yr,Asian,9280,5408,1655,0,,,,,
Female, 6mo-4yr,Black,4592,2852,548,0,,,,,
Female, 6mo-4yr,Hispanic,37865,25332,3585,0,,,,,
Female, 6mo-4yr,Other,4865,2916,796,0,,,,,
Female, 6mo-4yr,Unknown,3256,2611,292,0,,,,,
Female, 6mo-4yr,White,23354,13718,4840,0,,,,,
Female,2022-05-11 00:00:00,Asian,64285,32676,27540,4022,,,,,
Female,2022-05-11 00:00:00,Black,51120,27525,21367,2199,,,,,
Female,2022-05-11 00:00:00,Hispanic,557610,328970,206898,21384,,,,,
Female,2022-05-11 00:00:00,Other,194257,100815,80611,12721,,,,,
Female,2022-05-11 00:00:00,Unknown,34671,22248,11656,753,,,,,
Female,2022-05-11 00:00:00,White,154863,80637,64337,9770,,,,,
Female,2022-12-15 00:00:00,Asian,54526,25068,22125,7146,,,,,
Female,2022-12-15 00:00:00,Black,76649,38785,32202,5531,,,,,
Female,2022-12-15 00:00:00,Hispanic,624788,331614,246959,45202,,,,,
Female,2022-12-15 00:00:00,Other,261574,125251,108576,26572,,,,,
Female,2022-12-15 00:00:00,Unknown,23327,14203,8135,978,,,,,
Female,2022-12-15 00:00:00,White,204734,100395,84938,18629,,,,,
Female,16-49,Asian,731679,323075,278072,136793,,,,,
Female,16-49,Black,978054,472861,400884,120348,,,,,
Female,16-49,Hispanic,4513336,2244824,1818722,567152,,,,,
Female,16-49,Other,1882197,845809,739098,317009,,,,,
Female,16-49,Unknown,459561,270023,170797,33328,,,,,
Female,16-49,White,3125233,1477310,1277796,449331,,,,,
Female,50-64,Asian,251271,102924,88644,52533,,,,,
Female,50-64,Black,518118,211184,190942,103824,,,,,
Female,50-64,Hispanic,1713328,733751,620984,323827,,,,,
Female,50-64,Other,1137250,422602,388688,252698,,,,,
Female,50-64,Unknown,185524,99192,68935,21019,,,,,
Female,50-64,White,1934122,807837,727925,365256,,,,,
Female,65-79,Asian,126814,49243,41200,27633,,,,,
Female,65-79,Black,294089,106926,98142,68118,,,,,
Female,65-79,Hispanic,937128,361988,309053,202627,,,,,
Female,65-79,Other,1141057,364615,343907,277109,,,,,
Female,65-79,Unknown,110711,57445,39368,13514,,,,,
Female,65-79,White,1719804,634683,579487,377866,,,,,
Female,80+,Asian,23897,9282,7845,5176,,,,,
Female,80+,Black,63805,24025,21614,14418,,,,,
Female,80+,Hispanic,228951,89858,76024,48605,,,,,
Female,80+,Other,360721,117887,110306,87077,,,,,
Female,80+,Unknown,42122,22048,15046,4671,,,,,
Female,80+,White,513042,188830,171586,115384,,,,,
Female,Unknown,Asian,72,57,15,0,,,,,
Female,Unknown,Black,136,110,26,0,,,,,
Female,Unknown,Hispanic,850,726,123,,,,,,
Female,Unknown,Other,144,116,28,0,,,,,
Female,Unknown,Unknown,703,619,84,0,,,,,
Female,Unknown,White,525,421,104,0,,,,,
Male, 6mo-4yr,Asian,9659,5761,1547,0,,,,,
Male, 6mo-4yr,Black,4571,2870,523,0,,,,,
