Gender ,Agegrp,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,People with at least One Booster Doses,,,,,
Female,2022-05-11 00:00:00,Asian,54751,29871,24813,60,,,,,
Female,2022-05-11 00:00:00,Black,43302,24427,18833,43,,,,,
Female,2022-05-11 00:00:00,Hispanic,456492,283467,172447,555,,,,,
Female,2022-05-11 00:00:00,Other,161476,90200,71029,231,,,,,
Female,2022-05-11 00:00:00,Unknown,31443,19831,11596,18,,,,,
Female,2022-05-11 00:00:00,White,133216,74592,58456,166,,,,,
Female,2022-12-15 00:00:00,Asian,52066,24905,21994,5160,,,,,
Female,2022-12-15 00:00:00,Black,73217,38097,31605,3510,,,,,
Female,2022-12-15 00:00:00,Hispanic,571141,309981,232039,29118,,,,,
Female,2022-12-15 00:00:00,Other,243429,120844,104346,18181,,,,,
Female,2022-12-15 00:00:00,Unknown,22800,13764,8395,642,,,,,
Female,2022-12-15 00:00:00,White,197131,99754,84063,13294,,,,,
Female,16-49,Asian,714584,321197,278172,128399,,,,,
Female,16-49,Black,939437,462109,391698,107294,,,,,
Female,16-49,Hispanic,4299362,2163486,1773771,504379,,,,,
Female,16-49,Other,1750317,809068,707286,280594,,,,,
Female,16-49,Unknown,450429,253284,179068,33576,,,,,
Female,16-49,White,3034986,1461663,1266528,418002,,,,,
Female,50-64,Asian,238861,102497,89284,49681,,,,,
Female,50-64,Black,492058,211581,190963,96709,,,,,
Female,50-64,Hispanic,1583360,710151,604192,293588,,,,,
Female,50-64,Other,984607,397709,364693,221701,,,,,
Female,50-64,Unknown,196394,104124,75332,22850,,,,,
Female,50-64,White,1829752,806210,726169,342858,,,,,
Female,65-79,Asian,118092,48719,41490,26465,,,,,
Female,65-79,Black,274584,108464,99267,64785,,,,,
Female,65-79,Hispanic,834633,347162,296986,183710,,,,,
Female,65-79,Other,950245,342416,321293,245291,,,,,
Female,65-79,Unknown,120675,62607,44436,15495,,,,,
Female,65-79,White,1594924,637722,581072,360980,,,,,
Female,80+,Asian,22185,9225,7827,4903,,,,,
Female,80+,Black,59542,24203,21713,13629,,,,,
Female,80+,Hispanic,202783,85892,72653,43332,,,,,
Female,80+,Other,308052,113322,105278,77576,,,,,
Female,80+,Unknown,44696,23510,16500,5135,,,,,
Female,80+,White,473653,189005,171321,109324,,,,,
Female,Unknown,Asian,128,95,38,,,,,,
Female,Unknown,Black,192,154,44,6,,,,,
Female,Unknown,Hispanic,1377,1164,274,8,,,,,
Female,Unknown,Other,223,180,46,0,,,,,
Female,Unknown,Unknown,809,703,119,,,,,,
Female,Unknown,White,738,580,192,10,,,,,
Male,2022-05-11 00:00:00,Asian,57540,31410,26063,60,,,,,
Male,2022-05-11 00:00:00,Black,43736,24732,18963,39,,,,,
Male,2022-05-11 00:00:00,Hispanic,460061,285939,173539,557,,,,,
Male,2022-05-11 00:00:00,Other,164639,92056,72306,258,,,,,
Male,2022-05-11 00:00:00,Unknown,32711,20692,11988,33,,,,,
Male,2022-05-11 00:00:00,White,138526,77539,60828,153,,,,,
Male,2022-12-15 00:00:00,Asian,53192,25575,22579,5031,,,,,
Male,2022-12-15 00:00:00,Black,72091,37578,31010,3496,,,,,
Male,2022-12-15 00:00:00,Hispanic,565814,310273,227754,27763,,,,,
Male,2022-12-15 00:00:00,Other,243989,121532,104532,17854,,,,,
Male,2022-12-15 00:00:00,Unknown,23580,14384,8630,574,,,,,
Male,2022-12-15 00:00:00,White,198673,101312,84482,12861,,,,,
Male,16-49,Asian,695764,329615,283384,117951,,,,,
Male,16-49,Black,748125,379799,315800,79592,,,,,
Male,16-49,Hispanic,3804890,2000524,1599938,378761,,,,,
Male,16-49,Other,1557006,751256,642145,228015,,,,,
Male,16-49,Unknown,401547,240815,161939,23399,,,,,
Male,16-49,White,2758456,1371245,1176580,354718,,,,,
Male,50-64,Asian,220925,95027,84049,46899,,,,,
Male,50-64,Black,411022,183498,161910,76219,,,,,
Male,50-64,Hispanic,1425361,652808,557544,247732,,,,,
Male,50-64,Other,815664,338030,306780,175787,,,,,
Male,50-64,Unknown,173202,95615,68218,17399,,,,,
Male,50-64,White,1703845,770504,686937,304546,,,,,
Male,65-79,Asian,100931,41147,35051,22986,,,,,
Male,65-79,Black,189581,76622,68268,43869,,,,,
Male,65-79,Hispanic,662709,274748,236463,147106,,,,,
