Gender ,Agegrp,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,People with at least One Booster Doses,,,,,
Female, 6mo-4yr,Asian,10940,6036,2267,0,,,,,
Female, 6mo-4yr,Black,5363,3187,776,0,,,,,
Female, 6mo-4yr,Hispanic,43106,27470,5287,0,,,,,
Female, 6mo-4yr,Other,5705,3260,1075,0,,,,,
Female, 6mo-4yr,Unknown,3861,3036,406,0,,,,,
Female, 6mo-4yr,White,26777,14939,6239,0,,,,,
Female,2022-05-11 00:00:00,Asian,64266,32539,27434,4187,,,,,
Female,2022-05-11 00:00:00,Black,51385,27565,21417,2345,,,,,
Female,2022-05-11 00:00:00,Hispanic,562627,330724,208561,22713,,,,,
Female,2022-05-11 00:00:00,Other,199745,102888,82485,13909,,,,,
Female,2022-05-11 00:00:00,Unknown,34632,22382,11441,785,,,,,
Female,2022-05-11 00:00:00,White,155311,80330,64113,10397,,,,,
Female,2022-12-15 00:00:00,Asian,54383,24877,21944,7186,,,,,
Female,2022-12-15 00:00:00,Black,76829,38702,32152,5702,,,,,
Female,2022-12-15 00:00:00,Hispanic,630871,333602,248547,46701,,,,,
Female,2022-12-15 00:00:00,Other,266546,126398,109719,27919,,,,,
Female,2022-12-15 00:00:00,Unknown,23147,14147,8007,974,,,,,
Female,2022-12-15 00:00:00,White,205075,99921,84484,19052,,,,,
Female,16-49,Asian,734120,321865,276503,136988,,,,,
Female,16-49,Black,983379,472804,400647,121760,,,,,
Female,16-49,Hispanic,4558653,2255025,1825400,576817,,,,,
Female,16-49,Other,1955087,865268,756956,331783,,,,,
Female,16-49,Unknown,455192,269984,166828,32196,,,,,
Female,16-49,White,3144616,1473658,1273404,452572,,,,,
Female,50-64,Asian,251731,101984,87578,52211,,,,,
Female,50-64,Black,522909,209931,189762,104300,,,,,
Female,50-64,Hispanic,1746237,737452,623592,329229,,,,,
Female,50-64,Other,1209963,437178,402516,265539,,,,,
Female,50-64,Unknown,180901,97062,66540,20218,,,,,
Female,50-64,White,1954248,802516,722635,366109,,,,,
Female,65-79,Asian,127211,48629,40467,27290,,,,,
Female,65-79,Black,299133,105837,97097,68061,,,,,
Female,65-79,Hispanic,971725,366435,312801,207621,,,,,
