Gender ,Agegrp,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,People with at least One Booster Doses,,,,,
Female,2022-05-11 00:00:00,Asian,57903,30828,25790,1276,,,,,
Female,2022-05-11 00:00:00,Black,45482,25313,19649,521,,,,,
Female,2022-05-11 00:00:00,Hispanic,491481,302502,184697,4243,,,,,
Female,2022-05-11 00:00:00,Other,171005,93108,73995,3874,,,,,
Female,2022-05-11 00:00:00,Unknown,32596,20501,11913,182,,,,,
Female,2022-05-11 00:00:00,White,140326,76446,60597,3274,,,,,
Female,2022-12-15 00:00:00,Asian,53333,25071,22148,6090,,,,,
Female,2022-12-15 00:00:00,Black,74420,38433,31921,4048,,,,,
Female,2022-12-15 00:00:00,Hispanic,589302,317902,238035,33302,,,,,
Female,2022-12-15 00:00:00,Other,248653,121940,105543,21019,,,,,
Female,2022-12-15 00:00:00,Unknown,23141,13939,8445,756,,,,,
Female,2022-12-15 00:00:00,White,200544,100355,84800,15313,,,,,
Female,16-49,Asian,721765,322434,278701,132619,,,,,
Female,16-49,Black,953366,466516,395643,111980,,,,,
Female,16-49,Hispanic,4368537,2192044,1790024,526144,,,,,
Female,16-49,Other,1781051,817546,714606,291296,,,,,
Female,16-49,Unknown,454621,258957,177332,33891,,,,,
Female,16-49,White,3065200,1468958,1272415,430553,,,,,
Female,50-64,Asian,244307,102945,89405,51103,,,,,
Female,50-64,Black,501819,211955,191491,99641,,,,,
Female,50-64,Hispanic,1625743,718765,610298,304310,,,,,
Female,50-64,Other,1026594,403113,370098,230652,,,,,
Female,50-64,Unknown,193793,102898,73646,22413,,,,,
Female,50-64,White,1869439,808163,728383,352465,,,,,
Female,65-79,Asian,122100,49050,41624,27116,,,,,
Female,65-79,Black,283030,108399,99380,66532,,,,,
Female,65-79,Hispanic,867955,352233,301049,190376,,,,,
Female,65-79,Other,1005052,347358,326723,254956,,,,,
Female,65-79,Unknown,118162,61179,42995,15009,,,,,
Female,65-79,White,1644942,638918,582804,369788,,,,,
Female,80+,Asian,23021,9303,7871,5058,,,,,
Female,80+,Black,61198,24190,21719,13975,,,,,
Female,80+,Hispanic,210984,87171,73654,45063,,,,,
Female,80+,Other,325427,114537,106702,80995,,,,,
Female,80+,Unknown,44194,23148,16133,5022,,,,,
Female,80+,White,489313,189400,171879,112352,,,,,
Female,Unknown,Asian,137,100,42,,,,,,
Female,Unknown,Black,188,150,43,6,,,,,
Female,Unknown,Hispanic,1240,1044,257,7,,,,,
Female,Unknown,Other,221,176,48,,,,,,
Female,Unknown,Unknown,790,688,113,,,,,,
Female,Unknown,White,720,562,190,10,,,,,
Male,2022-05-11 00:00:00,Asian,60823,32394,27078,1338,,,,,
Male,2022-05-11 00:00:00,Black,45880,25650,19733,492,,,,,
Male,2022-05-11 00:00:00,Hispanic,495512,305282,185844,4340,,,,,
Male,2022-05-11 00:00:00,Other,174183,94879,75237,4034,,,,,
Male,2022-05-11 00:00:00,Unknown,33784,21307,12281,197,,,,,
Male,2022-05-11 00:00:00,White,146301,79681,63082,3525,,,,,
Male,2022-12-15 00:00:00,Asian,54441,25693,22720,6000,,,,,
Male,2022-12-15 00:00:00,Black,73366,37946,31371,4030,,,,,
Male,2022-12-15 00:00:00,Hispanic,584572,318987,233706,31795,,,,,
Male,2022-12-15 00:00:00,Other,249085,122609,105720,20603,,,,,
Male,2022-12-15 00:00:00,Unknown,23959,14579,8705,681,,,,,
Male,2022-12-15 00:00:00,White,201962,101863,85205,14840,,,,,
Male,16-49,Asian,702600,331698,284054,121386,,,,,
Male,16-49,Black,757761,382929,318484,82839,,,,,
Male,16-49,Hispanic,3859298,2024762,1613235,394653,,,,,
Male,16-49,Other,1581781,758928,648334,236243,,,,,
Male,16-49,Unknown,413438,252471,161851,23937,,,,,
Male,16-49,White,2783650,1377759,1181995,365021,,,,,
Male,50-64,Asian,225634,95298,84112,48142,,,,,
Male,50-64,Black,418523,183907,162406,78353,,,,,
Male,50-64,Hispanic,1458496,659261,562497,256537,,,,,
Male,50-64,Other,848994,342622,311364,183020,,,,,
Male,50-64,Unknown,171950,95030,67158,17264,,,,,
Male,50-64,White,1738848,772661,689271,312919,,,,,
Male,65-79,Asian,104312,41344,35130,23484,,,,,
Male,65-79,Black,195237,76707,68492,45009,,,,,
Male,65-79,Hispanic,688149,278515,239769,152257,,,,,
Male,65-79,Other,793758,276195,258055,199911,,,,,
Male,65-79,Unknown,106117,55265,38739,13432,,,,,
Male,65-79,White,1438256,565969,510946,318880,,,,,
Male,80+,Asian,18638,7207,6188,4265,,,,,
Male,80+,Black,28360,11377,9854,6401,,,,,
Male,80+,Hispanic,128561,52350,44278,28203,,,,,
Male,80+,Other,199957,68587,63608,50854,,,,,
Male,80+,Unknown,29293,15535,10389,3396,,,,,
Male,80+,White,352971,135471,121247,81833,,,,,
Male,Unknown,Asian,142,100,45,,,,,,
Male,Unknown,Black,132,109,31,,,,,,
Male,Unknown,Hispanic,1181,999,247,11,,,,,
Male,Unknown,Other,218,169,60,,,,,,
Male,Unknown,Unknown,569,495,85,,,,,,
Male,Unknown,White,678,525,188,7,,,,,
Unknown,2022-05-11 00:00:00,Asian,36,24,12,0,,,,,
Unknown,2022-05-11 00:00:00,Black,11,7,4,0,,,,,
Unknown,2022-05-11 00:00:00,Hispanic,809,702,106,,,,,,
Unknown,2022-05-11 00:00:00,Other,90,66,24,0,,,,,
Unknown,2022-05-11 00:00:00,Unknown,135,89,45,,,,,,
Unknown,2022-05-11 00:00:00,White,50,36,12,,,,,,
Unknown,2022-12-15 00:00:00,Asian,30,16,10,,,,,,
Unknown,2022-12-15 00:00:00,Black,34,21,13,0,,,,,
Unknown,2022-12-15 00:00:00,Hispanic,587,513,76,0,,,,,
Unknown,2022-12-15 00:00:00,Other,118,78,38,,,,,,
Unknown,2022-12-15 00:00:00,Unknown,136,113,22,,,,,,
Unknown,2022-12-15 00:00:00,White,125,79,43,,,,,,
Unknown,16-49,Asian,1440,802,618,109,,,,,
Unknown,16-49,Black,1568,893,699,68,,,,,
Unknown,16-49,Hispanic,13174,8141,6502,550,,,,,
Unknown,16-49,Other,10570,6475,4537,380,,,,,
Unknown,16-49,Unknown,5761,3561,2303,211,,,,,
Unknown,16-49,White,7384,4085,3373,265,,,,,
Unknown,50-64,Asian,619,322,258,59,,,,,
Unknown,50-64,Black,688,364,298,66,,,,,
Unknown,50-64,Hispanic,6317,3330,2882,435,,,,,
Unknown,50-64,Other,6386,3696,2753,323,,,,,
Unknown,50-64,Unknown,1882,1083,767,147,,,,,
Unknown,50-64,White,3960,2119,1799,172,,,,,
Unknown,65-79,Asian,440,207,169,58,,,,,
Unknown,65-79,Black,387,199,157,46,,,,,
Unknown,65-79,Hispanic,3084,1608,1312,256,,,,,
Unknown,65-79,Other,3909,2227,1580,254,,,,,
Unknown,65-79,Unknown,1177,648,439,102,,,,,
Unknown,65-79,White,2977,1577,1292,160,,,,,
Unknown,80+,Asian,109,57,41,8,,,,,
Unknown,80+,Black,107,62,39,11,,,,,
Unknown,80+,Hispanic,744,397,314,56,,,,,
Unknown,80+,Other,978,616,347,48,,,,,
Unknown,80+,Unknown,379,238,125,20,,,,,
Unknown,80+,White,829,463,334,49,,,,,
Unknown,Unknown,Asian,1,1,0,0,,,,,
Unknown,Unknown,Hispanic,7,7,1,0,,,,,
Unknown,Unknown,Other,78,72,7,0,,,,,
Unknown,Unknown,Unknown,15,14,2,0,,,,,
Unknown,Unknown,White,17,16,1,0,,,,,
Grand Total,Total,Total,45401613,21138377,17748949,7011244,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
