Gender ,Agegrp,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,People with at least One Booster Doses,,,,,
Female, 6mo-4yr,Asian,5692,3888,697,0,,,,,
Female, 6mo-4yr,Black,2707,1925,186,0,,,,,
Female, 6mo-4yr,Hispanic,22869,17665,1306,0,,,,,
Female, 6mo-4yr,Other,3022,2131,330,0,,,,,
Female, 6mo-4yr,Unknown,1883,1617,123,0,,,,,
Female, 6mo-4yr,White,15283,10395,2350,0,,,,,
Female,2022-05-11 00:00:00,Asian,62965,32396,26993,3546,,,,,
Female,2022-05-11 00:00:00,Black,49703,27060,20772,1855,,,,,
Female,2022-05-11 00:00:00,Hispanic,538839,321822,199713,17113,,,,,
Female,2022-05-11 00:00:00,Other,187654,98461,78219,10898,,,,,
Female,2022-05-11 00:00:00,Unknown,34285,21838,11822,618,,,,,
Female,2022-05-11 00:00:00,White,151968,79956,63396,8545,,,,,
Female,2022-12-15 00:00:00,Asian,54495,25194,22208,7029,,,,,
Female,2022-12-15 00:00:00,Black,76613,38955,32308,5297,,,,,
Female,2022-12-15 00:00:00,Hispanic,613897,327519,243816,42250,,,,,
Female,2022-12-15 00:00:00,Other,256239,123686,107055,25181,,,,,
Female,2022-12-15 00:00:00,Unknown,23459,14231,8281,943,,,,,
Female,2022-12-15 00:00:00,White,204520,100959,85331,18078,,,,,
Female,16-49,Asian,727875,323508,278884,135920,,,,,
Female,16-49,Black,970346,471494,399560,118222,,,,,
Female,16-49,Hispanic,4454506,2225946,1806591,553560,,,,,
Female,16-49,Other,1825364,831193,725582,305064,,,,,
Female,16-49,Unknown,460880,267314,174411,34260,,,,,
Female,16-49,White,3099668,1477409,1277836,444049,,,,,
Female,50-64,Asian,249645,103338,89289,52391,,,,,
Female,50-64,Black,513775,212047,191606,102973,,,,,
Female,50-64,Hispanic,1679065,727801,616433,317160,,,,,
Female,50-64,Other,1082141,412484,378938,242750,,,,,
Female,50-64,Unknown,189996,101207,71088,21822,,,,,
Female,50-64,White,1914212,810739,730399,362841,,,,,
Female,65-79,Asian,125541,49487,41601,27687,,,,,
Female,65-79,Black,290697,107869,98993,68016,,,,,
Female,65-79,Hispanic,903249,356772,304616,197032,,,,,
Female,65-79,Other,1062168,354749,334106,265942,,,,,
Female,65-79,Unknown,115168,59599,41250,14422,,,,,
Female,65-79,White,1690381,639777,583960,377686,,,,,
Female,80+,Asian,23682,9353,7904,5168,,,,,
Female,80+,Black,63004,24169,21725,14338,,,,,
Female,80+,Hispanic,220571,88524,74785,47076,,,,,
Female,80+,Other,340895,115867,108142,84172,,,,,
Female,80+,Unknown,43313,22648,15591,4871,,,,,
Female,80+,White,504360,189965,172535,115091,,,,,
Female,Unknown,Asian,69,55,14,0,,,,,
Female,Unknown,Black,136,110,26,0,,,,,
Female,Unknown,Hispanic,793,677,115,,,,,,
Female,Unknown,Other,146,116,30,0,,,,,
Female,Unknown,Unknown,695,610,85,0,,,,,
Female,Unknown,White,516,415,101,0,,,,,
Male, 6mo-4yr,Asian,5800,4054,662,0,,,,,
Male, 6mo-4yr,Black,2711,1975,192,0,,,,,
Male, 6mo-4yr,Hispanic,22922,17697,1221,0,,,,,
Male, 6mo-4yr,Other,3197,2240,361,0,,,,,
Male, 6mo-4yr,Unknown,1883,1604,124,0,,,,,
Male, 6mo-4yr,White,15854,10798,2420,0,,,,,
Male,2022-05-11 00:00:00,Asian,66125,34052,28368,3663,,,,,
Male,2022-05-11 00:00:00,Black,50283,27444,20948,1867,,,,,
Male,2022-05-11 00:00:00,Hispanic,543847,325198,200936,17505,,,,,
Male,2022-05-11 00:00:00,Other,190747,100156,79466,11037,,,,,
Male,2022-05-11 00:00:00,Unknown,35219,22473,12145,596,,,,,
Male,2022-05-11 00:00:00,White,158579,83371,66020,9101,,,,,
Male,2022-12-15 00:00:00,Asian,55676,25833,22806,6988,,,,,
Male,2022-12-15 00:00:00,Black,75594,38501,31779,5257,,,,,
Male,2022-12-15 00:00:00,Hispanic,610411,329778,239652,40686,,,,,
Male,2022-12-15 00:00:00,Other,256745,124409,107229,24785,,,,,
Male,2022-12-15 00:00:00,Unknown,24407,14921,8585,902,,,,,
Male,2022-12-15 00:00:00,White,205911,102416,85713,17627,,,,,
Male,16-49,Asian,708972,333713,284542,124307,,,,,
Male,16-49,Black,768681,386159,320920,87017,,,,,
Male,16-49,Hispanic,3927261,2054681,1626882,414326,,,,,
Male,16-49,Other,1616594,770510,657054,246839,,,,,
Male,16-49,Unknown,430568,270135,160787,24319,,,,,
Male,16-49,White,2810050,1384943,1186495,375356,,,,,
Male,50-64,Asian,230033,95514,84019,49185,,,,,
Male,50-64,Black,427213,184018,162536,80785,,,,,
Male,50-64,Hispanic,1500007,666397,567523,267053,,,,,
Male,50-64,Other,890942,350065,318391,192307,,,,,
Male,50-64,Unknown,170173,94400,65490,16976,,,,,
Male,50-64,White,1776896,775113,691384,321818,,,,,
Male,65-79,Asian,107325,41706,35178,23974,,,,,
Male,65-79,Black,200296,76494,68418,45934,,,,,
Male,65-79,Hispanic,715140,281954,242660,157416,,,,,
Male,65-79,Other,836748,282018,263935,208128,,,,,
Male,65-79,Unknown,103254,53677,37214,12926,,,,,
Male,65-79,White,1476785,567496,512774,325310,,,,,
Male,80+,Asian,19168,7249,6185,4372,,,,,
Male,80+,Black,29136,11367,9862,6526,,,,,
Male,80+,Hispanic,134111,53142,44984,29270,,,,,
Male,80+,Other,209946,69624,64778,52743,,,,,
Male,80+,Unknown,28633,15177,10058,3247,,,,,
Male,80+,White,363222,135815,121755,83561,,,,,
Male,Unknown,Asian,67,51,16,0,,,,,
Male,Unknown,Black,98,79,19,0,,,,,
Male,Unknown,Hispanic,744,635,109,0,,,,,
Male,Unknown,Other,118,94,24,0,,,,,
Male,Unknown,Unknown,499,439,60,0,,,,,
Male,Unknown,White,431,352,79,0,,,,,
Unknown, 6mo-4yr,Asian,2,2,,0,,,,,
Unknown, 6mo-4yr,Hispanic,4,4,,0,,,,,
Unknown, 6mo-4yr,Other,10,9,,0,,,,,
Unknown, 6mo-4yr,Unknown,11,10,,0,,,,,
Unknown,2022-05-11 00:00:00,Asian,38,24,13,,,,,,
Unknown,2022-05-11 00:00:00,Black,10,7,3,0,,,,,
Unknown,2022-05-11 00:00:00,Hispanic,817,702,114,,,,,,
Unknown,2022-05-11 00:00:00,Other,93,68,24,,,,,,
Unknown,2022-05-11 00:00:00,Unknown,139,90,44,,,,,,
Unknown,2022-05-11 00:00:00,White,45,32,10,,,,,,
Unknown,2022-12-15 00:00:00,Asian,30,17,10,,,,,,
Unknown,2022-12-15 00:00:00,Black,38,24,14,0,,,,,
Unknown,2022-12-15 00:00:00,Hispanic,1120,989,130,,,,,,
Unknown,2022-12-15 00:00:00,Other,120,79,38,,,,,,
Unknown,2022-12-15 00:00:00,Unknown,127,106,20,,,,,,
Unknown,2022-12-15 00:00:00,White,125,78,44,,,,,,
Unknown,16-49,Asian,1420,792,608,104,,,,,
Unknown,16-49,Black,1550,884,688,69,,,,,
Unknown,16-49,Hispanic,14026,8960,6507,571,,,,,
Unknown,16-49,Other,10296,6322,4399,373,,,,,
Unknown,16-49,Unknown,5680,3530,2253,211,,,,,
Unknown,16-49,White,7228,4000,3298,268,,,,,
Unknown,50-64,Asian,614,314,253,61,,,,,
Unknown,50-64,Black,665,351,287,63,,,,,
Unknown,50-64,Hispanic,6129,3233,2787,425,,,,,
Unknown,50-64,Other,6157,3585,2648,298,,,,,
