Gender ,Agegrp,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,People with at least One Booster Doses,,,,,
Female,2022-05-11 00:00:00,Asian,54883,29944,24871,61,,,,,
Female,2022-05-11 00:00:00,Black,43460,24499,18917,45,,,,,
Female,2022-05-11 00:00:00,Hispanic,459802,284990,174215,572,,,,,
Female,2022-05-11 00:00:00,Other,161906,90412,71243,235,,,,,
Female,2022-05-11 00:00:00,Unknown,31576,19910,11650,18,,,,,
Female,2022-05-11 00:00:00,White,133559,74749,58642,166,,,,,
Female,2022-12-15 00:00:00,Asian,52141,24913,22002,5219,,,,,
Female,2022-12-15 00:00:00,Black,73308,38129,31639,3535,,,,,
Female,2022-12-15 00:00:00,Hispanic,572795,310683,232706,29402,,,,,
Female,2022-12-15 00:00:00,Other,243750,120929,104429,18332,,,,,
Female,2022-12-15 00:00:00,Unknown,22847,13774,8424,650,,,,,
Female,2022-12-15 00:00:00,White,197347,99811,84123,13391,,,,,
Female,16-49,Asian,715260,321335,278248,128792,,,,,
Female,16-49,Black,940634,462514,392049,107689,,,,,
Female,16-49,Hispanic,4307187,2167004,1775939,506626,,,,,
Female,16-49,Other,1752738,809782,707909,281448,,,,,
Female,16-49,Unknown,450603,253659,178857,33588,,,,,
Female,16-49,White,3037518,1462315,1267130,419047,,,,,
Female,50-64,Asian,239330,102536,89306,49818,,,,,
Female,50-64,Black,492891,211630,190994,96955,,,,,
Female,50-64,Hispanic,1587998,711380,605015,294740,,,,,
Female,50-64,Other,988212,398153,365157,222486,,,,,
Female,50-64,Unknown,195994,103922,75097,22795,,,,,
Female,50-64,White,1833120,806400,726380,343733,,,,,
Female,65-79,Asian,118497,48748,41502,26529,,,,,
Female,65-79,Black,275603,108479,99325,65016,,,,,
Female,65-79,Hispanic,838288,347827,297501,184492,,,,,
Female,65-79,Other,955787,342881,321823,246257,,,,,
Female,65-79,Unknown,120241,62392,44224,15404,,,,,
Female,65-79,White,1600537,637862,581247,362016,,,,,
Female,80+,Asian,22280,9232,7834,4923,,,,,
Female,80+,Black,59707,24202,21713,13663,,,,,
Female,80+,Hispanic,203675,86069,72782,43523,,,,,
Female,80+,Other,309816,113427,105418,77917,,,,,
Female,80+,Unknown,44576,23443,16435,5113,,,,,
Female,80+,White,475462,189049,171392,109693,,,,,
Female,Unknown,Asian,124,93,36,,,,,,
Female,Unknown,Black,192,154,44,6,,,,,
Female,Unknown,Hispanic,1360,1150,273,8,,,,,
Female,Unknown,Other,222,179,46,0,,,,,
Female,Unknown,Unknown,803,699,117,,,,,,
Female,Unknown,White,730,573,190,10,,,,,
