Gender ,Agegrp,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,People with at least One Booster Doses,,,,,
Female, 6mo-4yr,Asian,4261,3161,408,0,,,,,
Female, 6mo-4yr,Black,1990,1518,107,0,,,,,
Female, 6mo-4yr,Hispanic,16591,13571,765,0,,,,,
Female, 6mo-4yr,Other,2213,1690,186,0,,,,,
Female, 6mo-4yr,Unknown,1306,1169,70,0,,,,,
Female, 6mo-4yr,White,11770,8713,1437,0,,,,,
Female,2022-05-11 00:00:00,Asian,61597,31989,26694,2895,,,,,
Female,2022-05-11 00:00:00,Black,48581,26593,20479,1499,,,,,
Female,2022-05-11 00:00:00,Hispanic,527052,316946,196222,13736,,,,,
Female,2022-05-11 00:00:00,Other,183121,96903,77050,9111,,,,,
Female,2022-05-11 00:00:00,Unknown,33913,21546,11853,509,,,,,
Female,2022-05-11 00:00:00,White,149165,79073,62727,7309,,,,,
Female,2022-12-15 00:00:00,Asian,54280,25168,22223,6837,,,,,
Female,2022-12-15 00:00:00,Black,76045,38822,32207,4967,,,,,
Female,2022-12-15 00:00:00,Hispanic,608479,325546,242562,40131,,,,,
Female,2022-12-15 00:00:00,Other,254307,123161,106635,24228,,,,,
Female,2022-12-15 00:00:00,Unknown,23397,14166,8336,891,,,,,
Female,2022-12-15 00:00:00,White,203671,100805,85266,17464,,,,,
Female,16-49,Asian,726848,323283,278845,135371,,,,,
Female,16-49,Black,967185,470524,398879,117025,,,,,
Female,16-49,Hispanic,4437238,2218956,1803087,548171,,,,,
Female,16-49,Other,1816487,828154,723246,302422,,,,,
Female,16-49,Unknown,459425,265481,174931,34207,,,,,
Female,16-49,White,3093764,1475685,1276946,441762,,,,,
Female,50-64,Asian,248786,103246,89299,52187,,,,,
Female,50-64,Black,511819,211988,191578,102391,,,,,
Female,50-64,Hispanic,1670520,726210,615453,315084,,,,,
Female,50-64,Other,1072818,410513,377197,240600,,,,,
Female,50-64,Unknown,190584,101450,71516,21920,,,,,
Female,50-64,White,1908268,810395,730187,361384,,,,,
Female,65-79,Asian,125075,49444,41613,27603,,,,,
Female,65-79,Black,289483,107938,99059,67772,,,,,
Female,65-79,Hispanic,896993,355750,303834,195790,,,,,
Female,65-79,Other,1053396,353365,332855,264180,,,,,
Female,65-79,Unknown,115794,59926,41589,14526,,,,,
Female,65-79,White,1684550,639743,583901,376656,,,,,
Female,80+,Asian,23598,9350,7899,5144,,,,,
Female,80+,Black,62708,24168,21712,14273,,,,,
Female,80+,Hispanic,219017,88261,74611,46738,,,,,
Female,80+,Other,338670,115670,107922,83682,,,,,
Female,80+,Unknown,43514,22770,15688,4903,,,,,
Female,80+,White,501983,189819,172393,114630,,,,,
Female,Unknown,Asian,69,55,14,0,,,,,
Female,Unknown,Black,134,108,26,0,,,,,
Female,Unknown,Hispanic,771,655,115,,,,,,
Female,Unknown,Other,144,116,28,0,,,,,
Female,Unknown,Unknown,694,609,85,0,,,,,
Female,Unknown,White,504,404,100,0,,,,,
Male, 6mo-4yr,Asian,4333,3268,395,0,,,,,
Male, 6mo-4yr,Black,1962,1511,111,0,,,,,
Male, 6mo-4yr,Hispanic,16574,13589,691,0,,,,,
Male, 6mo-4yr,Other,2405,1810,234,0,,,,,
Male, 6mo-4yr,Unknown,1294,1164,55,0,,,,,
Male, 6mo-4yr,White,12187,9048,1447,0,,,,,
Male,2022-05-11 00:00:00,Asian,64776,33654,28067,3020,,,,,
Male,2022-05-11 00:00:00,Black,49034,26934,20609,1472,,,,,
Male,2022-05-11 00:00:00,Hispanic,531670,320294,197198,14016,,,,,
Male,2022-05-11 00:00:00,Other,186144,98572,78241,9258,,,,,
Male,2022-05-11 00:00:00,Unknown,34870,22198,12182,487,,,,,
Male,2022-05-11 00:00:00,White,155689,82498,65344,7771,,,,,
Male,2022-12-15 00:00:00,Asian,55450,25823,22811,6771,,,,,
Male,2022-12-15 00:00:00,Black,74974,38339,31690,4899,,,,,
Male,2022-12-15 00:00:00,Hispanic,604771,327650,238305,38568,,,,,
Male,2022-12-15 00:00:00,Other,254659,123853,106802,23708,,,,,
Male,2022-12-15 00:00:00,Unknown,24359,14885,8630,848,,,,,
Male,2022-12-15 00:00:00,White,205100,102301,85671,16995,,,,,
Male,16-49,Asian,707924,333345,284492,123804,,,,,
Male,16-49,Black,766755,385604,320513,86244,,,,,
Male,16-49,Hispanic,3914562,2049126,1624205,410679,,,,,
Male,16-49,Other,1609372,767863,655105,244741,,,,,
Male,16-49,Unknown,426771,266242,160977,24246,,,,,
Male,16-49,White,2805300,1383438,1185590,373620,,,,,
Male,50-64,Asian,229397,95467,84042,49032,,,,,
Male,50-64,Black,425959,184003,162535,80428,,,,,
Male,50-64,Hispanic,1493191,665079,566611,265331,,,,,
Male,50-64,Other,884169,348570,317030,190769,,,,,
Male,50-64,Unknown,170526,94516,65818,17033,,,,,
Male,50-64,White,1771919,774808,691146,320522,,,,,
Male,65-79,Asian,106968,41662,35179,23945,,,,,
Male,65-79,Black,199557,76520,68422,45779,,,,,
Male,65-79,Hispanic,710488,281169,242134,156495,,,,,
Male,65-79,Other,830354,280944,262931,206831,,,,,
Male,65-79,Unknown,103964,54038,37547,13037,,,,,
Male,65-79,White,1471768,567275,512565,324451,,,,,
Male,80+,Asian,19084,7239,6179,4357,,,,,
Male,80+,Black,29035,11373,9868,6508,,,,,
Male,80+,Hispanic,133192,52996,44863,29082,,,,,
Male,80+,Other,208463,69405,64551,52440,,,,,
Male,80+,Unknown,28807,15261,10138,3284,,,,,
Male,80+,White,361822,135761,121694,83306,,,,,
Male,Unknown,Asian,64,49,15,0,,,,,
Male,Unknown,Black,98,79,19,0,,,,,
Male,Unknown,Hispanic,720,613,107,0,,,,,
Male,Unknown,Other,116,92,24,0,,,,,
Male,Unknown,Unknown,495,436,59,0,,,,,
Male,Unknown,White,423,347,76,0,,,,,
Unknown, 6mo-4yr,Asian,2,2,,0,,,,,
Unknown, 6mo-4yr,Hispanic,4,4,,0,,,,,
Unknown, 6mo-4yr,Other,9,8,,0,,,,,
Unknown, 6mo-4yr,Unknown,11,10,,0,,,,,
Unknown,2022-05-11 00:00:00,Asian,38,24,13,,,,,,
Unknown,2022-05-11 00:00:00,Black,12,8,4,0,,,,,
Unknown,2022-05-11 00:00:00,Hispanic,815,701,113,,,,,,
Unknown,2022-05-11 00:00:00,Other,94,70,23,,,,,,
Unknown,2022-05-11 00:00:00,Unknown,139,90,44,,,,,,
Unknown,2022-05-11 00:00:00,White,45,32,10,,,,,,
Unknown,2022-12-15 00:00:00,Asian,30,17,10,,,,,,
Unknown,2022-12-15 00:00:00,Black,38,24,14,0,,,,,
Unknown,2022-12-15 00:00:00,Hispanic,1026,935,91,,,,,,
Unknown,2022-12-15 00:00:00,Other,120,79,38,,,,,,
Unknown,2022-12-15 00:00:00,Unknown,130,109,20,,,,,,
Unknown,2022-12-15 00:00:00,White,124,79,42,,,,,,
Unknown,16-49,Asian,1424,794,609,105,,,,,
Unknown,16-49,Black,1564,893,694,69,,,,,
Unknown,16-49,Hispanic,13890,8880,6455,570,,,,,
Unknown,16-49,Other,10336,6346,4420,375,,,,,
Unknown,16-49,Unknown,5690,3531,2261,212,,,,,
Unknown,16-49,White,7261,4016,3314,270,,,,,
Unknown,50-64,Asian,615,315,254,61,,,,,
Unknown,50-64,Black,667,353,287,64,,,,,
Unknown,50-64,Hispanic,6154,3244,2798,428,,,,,
Unknown,50-64,Other,6188,3600,2659,303,,,,,
Unknown,50-64,Unknown,1844,1060,745,149,,,,,
Unknown,50-64,White,3848,2058,1746,169,,,,,
Unknown,65-79,Asian,422,197,159,58,,,,,
Unknown,65-79,Black,380,192,153,46,,,,,
Unknown,65-79,Hispanic,2997,1566,1267,249,,,,,
Unknown,65-79,Other,3795,2170,1525,243,,,,,
Unknown,65-79,Unknown,1140,629,420,99,,,,,
Unknown,65-79,White,2853,1513,1228,156,,,,,
Unknown,80+,Asian,107,56,40,8,,,,,
Unknown,80+,Black,103,60,37,11,,,,,
Unknown,80+,Hispanic,739,397,310,53,,,,,
Unknown,80+,Other,956,605,337,46,,,,,
Unknown,80+,Unknown,372,239,120,17,,,,,
Unknown,80+,White,830,465,329,51,,,,,
Unknown,Unknown,Asian,1,1,,0,,,,,
Unknown,Unknown,Hispanic,5,5,,0,,,,,
Unknown,Unknown,Other,68,63,5,0,,,,,
Unknown,Unknown,Unknown,13,12,1,0,,,,,
Unknown,Unknown,White,17,16,1,0,,,,,
Grand Total,Total,Total,46491008,21430755,17895349,7285610,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
