Gender ,Agegrp,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,People with at least One Booster Doses,,,,,
Female,2022-05-11 00:00:00,Asian,55061,30023,24968,63,,,,,
Female,2022-05-11 00:00:00,Black,43675,24604,19024,48,,,,,
Female,2022-05-11 00:00:00,Hispanic,463684,286825,176259,576,,,,,
Female,2022-05-11 00:00:00,Other,162593,90744,71592,241,,,,,
Female,2022-05-11 00:00:00,Unknown,31766,20002,11748,18,,,,,
Female,2022-05-11 00:00:00,White,133980,74956,58854,168,,,,,
Female,2022-12-15 00:00:00,Asian,52250,24933,22008,5302,,,,,
Female,2022-12-15 00:00:00,Black,73390,38152,31666,3567,,,,,
Female,2022-12-15 00:00:00,Hispanic,574762,311398,233597,29761,,,,,
Female,2022-12-15 00:00:00,Other,244211,121025,104572,18551,,,,,
Female,2022-12-15 00:00:00,Unknown,22915,13799,8460,658,,,,,
Female,2022-12-15 00:00:00,White,197668,99904,84202,13541,,,,,
Female,16-49,Asian,716018,321478,278322,129255,,,,,
Female,16-49,Black,942021,462962,392498,108131,,,,,
Female,16-49,Hispanic,4315254,2170406,1777935,509163,,,,,
Female,16-49,Other,1755554,810646,708602,282420,,,,,
Female,16-49,Unknown,451044,254178,178744,33641,,,,,
Female,16-49,White,3040395,1463049,1267741,420306,,,,,
Female,50-64,Asian,239879,102568,89298,49968,,,,,
Female,50-64,Black,493827,211676,191062,97230,,,,,
Female,50-64,Hispanic,1593124,712742,605836,296084,,,,,
Female,50-64,Other,992443,398638,365650,223401,,,,,
Female,50-64,Unknown,195778,103828,74944,22757,,,,,
Female,50-64,White,1836966,806602,726604,344710,,,,,
Female,65-79,Asian,118911,48774,41508,26599,,,,,
Female,65-79,Black,276449,108464,99349,65176,,,,,
Female,65-79,Hispanic,842142,348598,298015,185252,,,,,
Female,65-79,Other,961843,343410,322412,247339,,,,,
Female,65-79,Unknown,120031,62254,44075,15374,,,,,
Female,65-79,White,1605889,637950,581413,362999,,,,,
Female,80+,Asian,22373,9239,7845,4942,,,,,
Female,80+,Black,59868,24200,21712,13700,,,,,
Female,80+,Hispanic,204668,86258,72917,43734,,,,,
Female,80+,Other,311884,113561,105575,78363,,,,,
Female,80+,Unknown,44498,23392,16387,5099,,,,,
Female,80+,White,477181,189085,171439,110051,,,,,
Female,Unknown,Asian,124,93,36,,,,,,
Female,Unknown,Black,190,152,44,6,,,,,
Female,Unknown,Hispanic,1312,1107,266,8,,,,,
Female,Unknown,Other,220,177,46,0,,,,,
Female,Unknown,Unknown,799,696,116,,,,,,
Female,Unknown,White,723,567,189,9,,,,,
Male,2022-05-11 00:00:00,Asian,57915,31593,26250,64,,,,,
Male,2022-05-11 00:00:00,Black,44068,24887,19136,43,,,,,
Male,2022-05-11 00:00:00,Hispanic,467433,289525,177274,607,,,,,
Male,2022-05-11 00:00:00,Other,165618,92528,72805,266,,,,,
Male,2022-05-11 00:00:00,Unknown,33005,20838,12133,36,,,,,
Male,2022-05-11 00:00:00,White,139340,77949,61231,154,,,,,
Male,2022-12-15 00:00:00,Asian,53388,25600,22614,5167,,,,,
