Gender ,Agegrp,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,People with at least One Booster Doses,,,,,
Female,2022-05-11 00:00:00,Asian,56783,30561,25515,699,,,,,
Female,2022-05-11 00:00:00,Black,44793,25045,19452,297,,,,,
Female,2022-05-11 00:00:00,Hispanic,482071,298095,181657,2289,,,,,
Female,2022-05-11 00:00:00,Other,167527,92199,73120,2186,,,,,
Female,2022-05-11 00:00:00,Unknown,32247,20259,11902,87,,,,,
Female,2022-05-11 00:00:00,White,137692,75847,59995,1843,,,,,
Female,2022-12-15 00:00:00,Asian,52954,25027,22111,5800,,,,,
Female,2022-12-15 00:00:00,Black,74013,38334,31818,3850,,,,,
Female,2022-12-15 00:00:00,Hispanic,584437,315800,236797,31803,,,,,
Female,2022-12-15 00:00:00,Other,246850,121585,105150,20007,,,,,
Female,2022-12-15 00:00:00,Unknown,23035,13863,8459,713,,,,,
Female,2022-12-15 00:00:00,White,199308,100147,84554,14558,,,,,
Female,16-49,Asian,719817,322119,278584,131527,,,,,
Female,16-49,Black,949398,465271,394570,110637,,,,,
Female,16-49,Hispanic,4349970,2184493,1786077,520358,,,,,
Female,16-49,Other,1771801,814941,712383,288192,,,,,
Female,16-49,Unknown,453436,257286,177937,33805,,,,,
Female,16-49,White,3056212,1466831,1270690,426992,,,,,
Female,50-64,Asian,242874,102797,89374,50749,,,,,
Female,50-64,Black,499242,211838,191379,98862,,,,,
Female,50-64,Hispanic,1614929,716716,608868,301725,,,,,
Female,50-64,Other,1015148,401507,368515,228118,,,,,
Female,50-64,Unknown,194556,103244,74160,22526,,,,,
Female,50-64,White,1858725,807654,727779,349929,,,,,
Female,65-79,Asian,121119,48955,41585,26958,,,,,
Female,65-79,Black,281057,108419,99393,66111,,,,,
Female,65-79,Hispanic,859653,350981,300021,188738,,,,,
Female,65-79,Other,992313,346093,325346,252632,,,,,
Female,65-79,Unknown,118825,61546,43376,15140,,,,,
