Gender ,Agegrp,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,People with at least One Booster Doses,,,,,
Female, 6mo-4yr,Asian,1094,1069,4,0,,,,,
Female, 6mo-4yr,Black,439,430,1,0,,,,,
Female, 6mo-4yr,Hispanic,3717,3642,17,0,,,,,
Female, 6mo-4yr,Other,554,535,6,0,,,,,
Female, 6mo-4yr,Unknown,279,266,6,0,,,,,
Female, 6mo-4yr,White,3342,3283,17,0,,,,,
Female,2022-05-11 00:00:00,Asian,59141,31201,26094,1835,,,,,
Female,2022-05-11 00:00:00,Black,46399,25673,19931,792,,,,,
Female,2022-05-11 00:00:00,Hispanic,503801,307559,189049,7096,,,,,
Female,2022-05-11 00:00:00,Other,174770,94184,74989,5554,,,,,
Female,2022-05-11 00:00:00,Unknown,32997,20813,11914,267,,,,,
Female,2022-05-11 00:00:00,White,143228,77202,61257,4738,,,,,
Female,2022-12-15 00:00:00,Asian,53698,25126,22189,6353,,,,,
Female,2022-12-15 00:00:00,Black,74888,38530,32025,4309,,,,,
Female,2022-12-15 00:00:00,Hispanic,595835,320533,239803,35388,,,,,
Female,2022-12-15 00:00:00,Other,250554,122301,105969,22093,,,,,
Female,2022-12-15 00:00:00,Unknown,23171,13967,8403,799,,,,,
Female,2022-12-15 00:00:00,White,201623,100497,85017,16010,,,,,
Female,16-49,Asian,723373,322658,278712,133580,,,,,
Female,16-49,Black,957977,467957,396829,113560,,,,,
Female,16-49,Hispanic,4390139,2200635,1794345,532915,,,,,
Female,16-49,Other,1793494,821469,717862,295077,,,,,
Female,16-49,Unknown,455633,260816,176267,33964,,,,,
Female,16-49,White,3075536,1471529,1274505,434437,,,,,
Female,50-64,Asian,245796,103087,89399,51489,,,,,
Female,50-64,Black,504485,211988,191546,100413,,,,,
Female,50-64,Hispanic,1637890,720811,611686,307317,,,,,
Female,50-64,Other,1040483,405596,372498,233728,,,,,
Female,50-64,Unknown,192331,102164,72814,22218,,,,,
Female,50-64,White,1880396,809021,729131,355023,,,,,
Female,65-79,Asian,123024,49182,41624,27268,,,,,
Female,65-79,Black,284715,108255,99294,66904,,,,,
Female,65-79,Hispanic,876217,353297,301925,191991,,,,,
Female,65-79,Other,1019016,349201,328620,257752,,,,,
Female,65-79,Unknown,117111,60641,42439,14834,,,,,
Female,65-79,White,1655827,639236,583203,371729,,,,,
Female,80+,Asian,23196,9317,7877,5084,,,,,
Female,80+,Black,61633,24177,21719,14063,,,,,
Female,80+,Hispanic,213279,87472,73922,45577,,,,,
Female,80+,Other,329968,114952,107153,82034,,,,,
Female,80+,Unknown,43884,22983,15944,4969,,,,,
Female,80+,White,493077,189561,172042,113078,,,,,
Female,Unknown,Asian,67,53,14,0,,,,,
Female,Unknown,Black,131,105,26,0,,,,,
Female,Unknown,Hispanic,740,624,115,,,,,,
Female,Unknown,Other,141,113,28,0,,,,,
Female,Unknown,Unknown,700,615,85,0,,,,,
Female,Unknown,White,490,391,99,0,,,,,
Male, 6mo-4yr,Asian,1121,1091,7,0,,,,,
Male, 6mo-4yr,Black,428,426,,0,,,,,
Male, 6mo-4yr,Hispanic,3640,3571,19,0,,,,,
Male, 6mo-4yr,Other,647,624,3,0,,,,,
Male, 6mo-4yr,Unknown,251,237,4,0,,,,,
Male, 6mo-4yr,White,3477,3397,19,0,,,,,
Male,2022-05-11 00:00:00,Asian,62085,32785,27423,1857,,,,,
Male,2022-05-11 00:00:00,Black,46797,26025,20007,757,,,,,
Male,2022-05-11 00:00:00,Hispanic,507745,310458,190020,7167,,,,,
Male,2022-05-11 00:00:00,Other,178061,96001,76254,5756,,,,,
Male,2022-05-11 00:00:00,Unknown,34129,21596,12258,274,,,,,
Male,2022-05-11 00:00:00,White,149547,80556,63870,5078,,,,,
Male,2022-12-15 00:00:00,Asian,54806,25739,22768,6269,,,,,
Male,2022-12-15 00:00:00,Black,73888,38070,31487,4306,,,,,
Male,2022-12-15 00:00:00,Hispanic,591014,321762,235446,33691,,,,,
Male,2022-12-15 00:00:00,Other,250931,122990,106114,21631,,,,,
Male,2022-12-15 00:00:00,Unknown,24136,14701,8702,738,,,,,
Male,2022-12-15 00:00:00,White,203108,102010,85471,15549,,,,,
Male,16-49,Asian,704406,332250,284205,122273,,,,,
Male,16-49,Black,760804,383840,319230,84003,,,,,
Male,16-49,Hispanic,3876196,2032216,1616715,399517,,,,,
Male,16-49,Other,1591855,762327,650982,239293,,,,,
Male,16-49,Unknown,417131,256518,161406,24001,,,,,
Male,16-49,White,2791141,1379766,1183533,367947,,,,,
Male,50-64,Asian,226664,95347,84071,48427,,,,,
Male,50-64,Black,420638,183939,162459,78983,,,,,
Male,50-64,Hispanic,1467842,660842,563597,258934,,,,,
Male,50-64,Other,859688,344620,313259,185453,,,,,
Male,50-64,Unknown,171155,94683,66615,17153,,,,,
Male,50-64,White,1748291,773395,689921,315140,,,,,
Male,65-79,Asian,105108,41448,35142,23629,,,,,
Male,65-79,Black,196341,76649,68464,45225,,,,,
Male,65-79,Hispanic,694188,279234,240439,153452,,,,,
Male,65-79,Other,804241,277643,259540,201980,,,,,
Male,65-79,Unknown,105218,54782,38261,13297,,,,,
Male,65-79,White,1447460,566456,511540,320538,,,,,
Male,80+,Asian,18793,7219,6194,4296,,,,,
Male,80+,Black,28513,11369,9854,6419,,,,,
