Gender ,Agegrp,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,People with at least One Booster Doses,,,,,
Female,2022-05-11 00:00:00,Asian,54948,29979,24900,62,,,,,
Female,2022-05-11 00:00:00,Black,43581,24560,18976,46,,,,,
Female,2022-05-11 00:00:00,Hispanic,462272,286146,175526,575,,,,,
Female,2022-05-11 00:00:00,Other,162260,90578,71428,238,,,,,
Female,2022-05-11 00:00:00,Unknown,31655,19953,11686,18,,,,,
Female,2022-05-11 00:00:00,White,133763,74850,58744,167,,,,,
Female,2022-12-15 00:00:00,Asian,52150,24908,21998,5237,,,,,
Female,2022-12-15 00:00:00,Black,73331,38131,31645,3550,,,,,
Female,2022-12-15 00:00:00,Hispanic,573874,311094,233181,29594,,,,,
Female,2022-12-15 00:00:00,Other,243923,120972,104489,18400,,,,,
Female,2022-12-15 00:00:00,Unknown,22912,13801,8455,657,,,,,
Female,2022-12-15 00:00:00,White,197458,99847,84147,13443,,,,,
Female,16-49,Asian,715568,321388,278279,128987,,,,,
Female,16-49,Black,941399,462775,392303,107917,,,,,
Female,16-49,Hispanic,4311740,2168837,1777133,508100,,,,,
Female,16-49,Other,1754037,810170,708231,281901,,,,,
Female,16-49,Unknown,450798,253875,178821,33624,,,,,
Female,16-49,White,3038935,1462658,1267460,419672,,,,,
Female,50-64,Asian,239566,102544,89305,49887,,,,,
Female,50-64,Black,493387,211648,191029,97112,,,,,
Female,50-64,Hispanic,1590849,712141,605480,295531,,,,,
Female,50-64,Other,990115,398367,365381,222913,,,,,
Female,50-64,Unknown,195897,103858,75025,22786,,,,,
Female,50-64,White,1835003,806517,726502,344262,,,,,
Female,65-79,Asian,118716,48763,41510,26561,,,,,
Female,65-79,Black,276114,108470,99347,65111,,,,,
Female,65-79,Hispanic,840528,348275,297783,184954,,,,,
Female,65-79,Other,959059,343166,322126,246856,,,,,
Female,65-79,Unknown,120192,62337,44158,15399,,,,,
Female,65-79,White,1603562,637891,581319,362589,,,,,
Female,80+,Asian,22340,9238,7841,4936,,,,,
Female,80+,Black,59790,24198,21710,13686,,,,,
Female,80+,Hispanic,204334,86202,72879,43656,,,,,
Female,80+,Other,311072,113503,105514,78183,,,,,
Female,80+,Unknown,44548,23421,16409,5109,,,,,
Female,80+,White,476435,189059,171400,109911,,,,,
Female,Unknown,Asian,124,93,36,,,,,,
Female,Unknown,Black,192,154,44,6,,,,,
Female,Unknown,Hispanic,1312,1106,268,8,,,,,
Female,Unknown,Other,223,180,46,0,,,,,
Female,Unknown,Unknown,800,697,116,,,,,,
Female,Unknown,White,725,568,189,10,,,,,
Male,2022-05-11 00:00:00,Asian,57795,31548,26177,62,,,,,
Male,2022-05-11 00:00:00,Black,43976,24837,19095,42,,,,,
Male,2022-05-11 00:00:00,Hispanic,465958,288825,176506,600,,,,,
Male,2022-05-11 00:00:00,Other,165292,92378,72634,261,,,,,
Male,2022-05-11 00:00:00,Unknown,32922,20802,12087,35,,,,,
Male,2022-05-11 00:00:00,White,139105,77837,61109,153,,,,,
Male,2022-12-15 00:00:00,Asian,53289,25586,22598,5098,,,,,
Male,2022-12-15 00:00:00,Black,72256,37637,31067,3542,,,,,
Male,2022-12-15 00:00:00,Hispanic,568692,311431,228998,28237,,,,,
Male,2022-12-15 00:00:00,Other,244364,121599,104643,18048,,,,,
Male,2022-12-15 00:00:00,Unknown,23692,14426,8685,589,,,,,
Male,2022-12-15 00:00:00,White,198940,101359,84574,12990,,,,,
Male,16-49,Asian,696699,329911,283492,118463,,,,,
Male,16-49,Black,749472,380237,316182,80055,,,,,
Male,16-49,Hispanic,3814594,2005032,1602754,381380,,,,,
Male,16-49,Other,1560266,752342,643016,229108,,,,,
Male,16-49,Unknown,402979,242198,161942,23494,,,,,
Male,16-49,White,2761865,1372181,1177413,356138,,,,,
Male,50-64,Asian,221592,95064,84074,47075,,,,,
Male,50-64,Black,412146,183572,162010,76543,,,,,
Male,50-64,Hispanic,1431041,654231,558561,249315,,,,,
Male,50-64,Other,820118,338622,307381,176821,,,,,
Male,50-64,Unknown,173004,95502,68052,17393,,,,,
Male,50-64,White,1708727,770866,687327,305858,,,,,
Male,65-79,Asian,101440,41171,35057,23051,,,,,
Male,65-79,Black,190581,76624,68309,44054,,,,,
Male,65-79,Hispanic,667502,275629,237148,148118,,,,,
Male,65-79,Other,758567,272761,254180,193730,,,,,
Male,65-79,Unknown,107992,56378,39731,13799,,,,,
Male,65-79,White,1403095,564761,509092,312768,,,,,
Male,80+,Asian,18005,7150,6172,4168,,,,,
Male,80+,Black,27669,11355,9827,6279,,,,,
Male,80+,Hispanic,124291,51726,43665,27365,,,,,
Male,80+,Other,191061,67944,62790,49206,,,,,
Male,80+,Unknown,29596,15727,10580,3477,,,,,
Male,80+,White,343608,135103,120680,80261,,,,,
Male,Unknown,Asian,145,102,46,,,,,,
Male,Unknown,Black,143,115,36,,,,,,
Male,Unknown,Hispanic,1246,1055,257,12,,,,,
Male,Unknown,Other,215,169,58,,,,,,
Male,Unknown,Unknown,574,502,84,0,,,,,
Male,Unknown,White,673,527,183,,,,,,
Unknown,2022-05-11 00:00:00,Asian,38,25,13,0,,,,,
Unknown,2022-05-11 00:00:00,Black,11,7,4,0,,,,,
Unknown,2022-05-11 00:00:00,Hispanic,774,686,88,0,,,,,
Unknown,2022-05-11 00:00:00,Other,89,67,22,0,,,,,
Unknown,2022-05-11 00:00:00,Unknown,137,91,46,0,,,,,
Unknown,2022-05-11 00:00:00,White,48,36,11,,,,,,
Unknown,2022-12-15 00:00:00,Asian,32,17,11,,,,,,
Unknown,2022-12-15 00:00:00,Black,35,22,13,0,,,,,
Unknown,2022-12-15 00:00:00,Hispanic,546,479,69,0,,,,,
Unknown,2022-12-15 00:00:00,Other,114,77,35,,,,,,
Unknown,2022-12-15 00:00:00,Unknown,141,117,23,,,,,,
Unknown,2022-12-15 00:00:00,White,125,79,43,,,,,,
Unknown,16-49,Asian,1458,811,629,108,,,,,
Unknown,16-49,Black,1600,910,714,69,,,,,
