Gender ,Agegrp,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,People with at least One Booster Doses,,,,,
Female,2022-05-11 00:00:00,Asian,55389,30184,25131,67,,,,,
Female,2022-05-11 00:00:00,Black,43973,24748,19177,49,,,,,
Female,2022-05-11 00:00:00,Hispanic,469306,290422,178254,606,,,,,
Female,2022-05-11 00:00:00,Other,163387,91132,71988,250,,,,,
Female,2022-05-11 00:00:00,Unknown,31977,20110,11849,19,,,,,
Female,2022-05-11 00:00:00,White,134573,75252,59144,174,,,,,
Female,2022-12-15 00:00:00,Asian,52439,24964,22029,5437,,,,,
Female,2022-12-15 00:00:00,Black,73587,38230,31724,3628,,,,,
Female,2022-12-15 00:00:00,Hispanic,577811,312681,234768,30353,,,,,
Female,2022-12-15 00:00:00,Other,244912,121197,104745,18904,,,,,
Female,2022-12-15 00:00:00,Unknown,22940,13798,8466,677,,,,,
Female,2022-12-15 00:00:00,White,198119,99994,84305,13796,,,,,
Female,16-49,Asian,717429,321746,278442,130098,,,,,
Female,16-49,Black,944677,463816,393272,109006,,,,,
Female,16-49,Hispanic,4327757,2175519,1780938,513211,,,,,
Female,16-49,Other,1761117,812224,709925,284388,,,,,
Female,16-49,Unknown,451850,255194,178454,33727,,,,,
Female,16-49,White,3045995,1464489,1268851,422706,,,,,
Female,50-64,Asian,240957,102635,89315,50267,,,,,
Female,50-64,Black,495700,211714,191158,97795,,,,,
Female,50-64,Hispanic,1600961,714284,606999,298165,,,,,
Female,50-64,Other,1000509,399733,366711,225092,,,,,
Female,50-64,Unknown,195242,103550,74624,22652,,,,,
Female,50-64,White,1844587,806970,727065,346635,,,,,
Female,65-79,Asian,119742,48826,41537,26723,,,,,
Female,65-79,Black,278206,108452,99368,65530,,,,,
Female,65-79,Hispanic,848696,349493,298785,186607,,,,,
Female,65-79,Other,973554,344427,323532,249388,,,,,
Female,65-79,Unknown,119593,62004,43819,15292,,,,,
Female,65-79,White,1616551,638249,581817,364833,,,,,
Female,80+,Asian,22582,9262,7853,4985,,,,,
Female,80+,Black,60209,24186,21706,13775,,,,,
Female,80+,Hispanic,206283,86515,73120,44078,,,,,
Female,80+,Other,315777,113863,105905,79088,,,,,
Female,80+,Unknown,44348,23288,16302,5082,,,,,
Female,80+,White,480485,189147,171570,110699,,,,,
Female,Unknown,Asian,127,95,37,,,,,,
Female,Unknown,Black,187,150,42,6,,,,,
Female,Unknown,Hispanic,1219,1026,253,8,,,,,
Female,Unknown,Other,220,177,46,0,,,,,
Female,Unknown,Unknown,797,694,116,,,,,,
Female,Unknown,White,715,561,188,8,,,,,
Male,2022-05-11 00:00:00,Asian,58244,31749,26417,69,,,,,
Male,2022-05-11 00:00:00,Black,44363,25046,19269,45,,,,,
Male,2022-05-11 00:00:00,Hispanic,473161,293211,179281,639,,,,,
Male,2022-05-11 00:00:00,Other,166458,92926,73235,276,,,,,
Male,2022-05-11 00:00:00,Unknown,33203,20930,12237,37,,,,,
Male,2022-05-11 00:00:00,White,139975,78248,61558,163,,,,,
Male,2022-12-15 00:00:00,Asian,53597,25622,22643,5323,,,,,
Male,2022-12-15 00:00:00,Black,72502,37721,31150,3620,,,,,
Male,2022-12-15 00:00:00,Hispanic,572824,313296,230544,28955,,,,,
Male,2022-12-15 00:00:00,Other,245354,121836,104899,18533,,,,,
Male,2022-12-15 00:00:00,Unknown,23741,14422,8715,611,,,,,
Male,2022-12-15 00:00:00,White,199576,101492,84759,13303,,,,,
Male,16-49,Asian,698589,330511,283680,119431,,,,,
Male,16-49,Black,751808,381004,316903,80796,,,,,
Male,16-49,Hispanic,3827769,2010903,1605924,385425,,,,,
Male,16-49,Other,1566399,754346,644585,231102,,,,,
Male,16-49,Unknown,405436,244600,161934,23614,,,,,
Male,16-49,White,2767909,1373863,1178763,358645,,,,,
Male,50-64,Asian,222841,95146,84097,47423,,,,,
Male,50-64,Black,414044,183703,162151,77088,,,,,
Male,50-64,Hispanic,1438967,655769,559725,251539,,,,,
Male,50-64,Other,828367,339735,308494,178576,,,,,
Male,50-64,Unknown,172624,95292,67782,17348,,,,,
Male,50-64,White,1717369,771476,687931,307915,,,,,
Male,65-79,Asian,102368,41236,35080,23191,,,,,
Male,65-79,Black,192106,76673,68401,44373,,,,,
Male,65-79,Hispanic,673652,276465,237936,149383,,,,,
Male,65-79,Other,769680,273771,255384,195628,,,,,
Male,65-79,Unknown,107355,56009,39425,13676,,,,,
Male,65-79,White,1414467,565225,509749,314775,,,,,
Male,80+,Asian,18244,7178,6177,4207,,,,,
Male,80+,Black,27893,11361,9832,6320,,,,,
Male,80+,Hispanic,125527,51904,43848,27625,,,,,
Male,80+,Other,193965,68141,63042,49726,,,,,
Male,80+,Unknown,29402,15629,10494,3434,,,,,
Male,80+,White,346623,135235,120877,80783,,,,,
Male,Unknown,Asian,142,100,45,,,,,,
Male,Unknown,Black,138,112,34,,,,,,
Male,Unknown,Hispanic,1152,973,245,10,,,,,
Male,Unknown,Other,213,166,59,,,,,,
Male,Unknown,Unknown,572,499,85,0,,,,,
Male,Unknown,White,668,520,184,,,,,,
Unknown,2022-05-11 00:00:00,Asian,36,24,12,0,,,,,
Unknown,2022-05-11 00:00:00,Black,11,7,4,0,,,,,
Unknown,2022-05-11 00:00:00,Hispanic,790,691,99,0,,,,,
Unknown,2022-05-11 00:00:00,Other,90,66,24,0,,,,,
Unknown,2022-05-11 00:00:00,Unknown,136,90,46,0,,,,,
Unknown,2022-05-11 00:00:00,White,48,36,11,,,,,,
Unknown,2022-12-15 00:00:00,Asian,32,17,11,,,,,,
Unknown,2022-12-15 00:00:00,Black,35,22,13,0,,,,,
Unknown,2022-12-15 00:00:00,Hispanic,551,481,72,0,,,,,
Unknown,2022-12-15 00:00:00,Other,115,77,36,,,,,,
Unknown,2022-12-15 00:00:00,Unknown,139,115,23,,,,,,
Unknown,2022-12-15 00:00:00,White,124,78,43,,,,,,
Unknown,16-49,Asian,1456,811,626,108,,,,,
Unknown,16-49,Black,1592,904,709,69,,,,,
Unknown,16-49,Hispanic,13139,8092,6527,547,,,,,
Unknown,16-49,Other,10685,6534,4597,384,,,,,
Unknown,16-49,Unknown,5782,3572,2314,211,,,,,
Unknown,16-49,White,7464,4129,3408,268,,,,,
Unknown,50-64,Asian,632,327,265,61,,,,,
Unknown,50-64,Black,694,367,302,66,,,,,
Unknown,50-64,Hispanic,6407,3377,2934,437,,,,,
Unknown,50-64,Other,6532,3772,2825,331,,,,,
Unknown,50-64,Unknown,1908,1098,779,149,,,,,
Unknown,50-64,White,4052,2170,1841,178,,,,,
Unknown,65-79,Asian,450,214,174,58,,,,,
Unknown,65-79,Black,400,206,162,48,,,,,
Unknown,65-79,Hispanic,3139,1633,1342,261,,,,,
Unknown,65-79,Other,3972,2258,1612,262,,,,,
Unknown,65-79,Unknown,1190,653,446,103,,,,,
Unknown,65-79,White,3025,1604,1321,158,,,,,
Unknown,80+,Asian,112,58,43,8,,,,,
Unknown,80+,Black,102,58,38,11,,,,,
Unknown,80+,Hispanic,749,399,321,53,,,,,
Unknown,80+,Other,989,622,354,47,,,,,
Unknown,80+,Unknown,384,241,128,20,,,,,
Unknown,80+,White,837,463,341,52,,,,,
Unknown,Unknown,Asian,1,1,0,0,,,,,
Unknown,Unknown,Hispanic,7,7,1,0,,,,,
Unknown,Unknown,Other,78,72,7,0,,,,,
Unknown,Unknown,Unknown,15,14,2,0,,,,,
Unknown,Unknown,White,17,16,1,0,,,,,
Grand Total,Total,Total,44761689,20994421,17654717,6841327,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
